ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58	ProcCoord59	ProcCoord60	ProcCoord61	ProcCoord62	ProcCoord63	ProcCoord64	ProcCoord65	ProcCoord66	ProcCoord67	ProcCoord68	ProcCoord69	ProcCoord70	ProcCoord71	ProcCoord72	ProcCoord73	ProcCoord74	ProcCoord75	ProcCoord76	ProcCoord77	ProcCoord78	ProcCoord79	ProcCoord80	ProcCoord81	ProcCoord82	ProcCoord83	ProcCoord84	ProcCoord85	ProcCoord86	ProcCoord87	ProcCoord88
442	PB13-0552	M	Morpho	menelaus	18.63463	under	11	-0.1617987	0.1385508	-0.1700801	0.1227485	-0.1626113	0.0926127	-0.1384677	0.0577915	-0.1226211	0.0214419	-0.1138002	-0.0315129	-0.1053422	-0.079124	-0.0837136	-0.1173954	-0.1004202	0.1411407	0.0571103	0.078127	0.0472562	0.078615	0.0127031	0.0710709	-0.0096788	0.0463581	0.0445709	-0.0073985	0.099982	-0.0437941	0.1876766	-0.0901173	0.1988905	-0.0832558	0.1900657	-0.1009453	-0.1667745	0.1055317	-0.1491151	0.078245	-0.1258217	0.0465082	-0.1105099	-0.0057553	-0.1061379	-0.0588393	-0.0916404	-0.104557	-0.1173982	0.1530256	-0.077751	0.1497829	-0.0374687	0.1417217	0.0026647	0.1294141	0.0412562	0.1100696	0.0770839	0.0839373	0.1098862	0.0538796	0.139761	0.0209532	0.165349	-0.0144348	0.1865356	-0.0491521	-0.0582952	-0.1254232	-0.0315618	-0.1252884	-0.0053503	-0.1219357	0.02043	-0.117522	0.046108	-0.1133308	0.0718161	-0.1091386	0.0977342	-0.1069038	0.1236732	-0.1058836	0.1495306	-0.1057413	0.1762748	-0.1040767
443	PB13-0553	M	Morpho	menelaus	18.06165	under	11	-0.1560038	0.1443664	-0.1715809	0.1244593	-0.159551	0.0933681	-0.1362182	0.0600382	-0.1186131	0.0191462	-0.1069114	-0.0300634	-0.1003266	-0.0783406	-0.0804782	-0.1216333	-0.100576	0.1429423	0.0446064	0.086904	0.036681	0.0865939	0.0040563	0.0756046	-0.0180166	0.0459225	0.0437824	-0.0056541	0.1011075	-0.0432526	0.1903236	-0.0908932	0.1994332	-0.0832273	0.1908709	-0.1033629	-0.1649475	0.1053612	-0.1478185	0.0785101	-0.1264854	0.0458878	-0.1079815	-0.0042834	-0.1013479	-0.0582033	-0.0934686	-0.1055682	-0.1165386	0.1523204	-0.0769502	0.1498381	-0.0369109	0.1409186	0.0029116	0.1281091	0.0409326	0.1083377	0.0764124	0.0824173	0.1090717	0.052779	0.139655	0.0207754	0.1655662	-0.0143287	0.187843	-0.04861	-0.0587815	-0.1285736	-0.0313329	-0.1282349	-0.0051023	-0.1241644	0.0205413	-0.1195759	0.0461067	-0.1152405	0.0716505	-0.1107304	0.0972898	-0.1078623	0.1229149	-0.1072809	0.148518	-0.1081979	0.1756665	-0.1073183
444	PB13-0554	F	Morpho	menelaus	18.88044	under	11	-0.1636259	0.1445631	-0.1724924	0.1266941	-0.1615133	0.0953576	-0.1381927	0.0618876	-0.1234089	0.0226745	-0.1156702	-0.0267318	-0.1060093	-0.0784342	-0.0815803	-0.1184899	-0.095434	0.1398458	0.0565964	0.0750573	0.0475121	0.0752864	0.010185	0.0677058	-0.0097414	0.043781	0.0475728	-0.0048191	0.1072633	-0.0410486	0.192355	-0.0867955	0.2011951	-0.0814761	0.1935085	-0.0975619	-0.1662538	0.1063822	-0.1463759	0.0810264	-0.1261605	0.0466981	-0.1137951	-0.0055135	-0.1076188	-0.0581498	-0.0946733	-0.1049301	-0.1168873	0.1510861	-0.0782384	0.144826	-0.0389628	0.1348775	0.0000307	0.1215977	0.0382694	0.1045119	0.075097	0.081437	0.1092399	0.0531601	0.1399937	0.0209456	0.1669074	-0.0136707	0.1899137	-0.0480675	-0.0595649	-0.1267808	-0.032462	-0.1261376	-0.0061468	-0.1226924	0.0195554	-0.1177182	0.0452141	-0.1134947	0.070945	-0.1090425	0.0967833	-0.1054386	0.1227451	-0.1044616	0.1485473	-0.10466	0.1753776	-0.1032868
445	PB13-0554-bis	F	Morpho	menelaus	19.0187	under	11	-0.1558538	0.1360305	-0.1688293	0.1170042	-0.1576509	0.0881385	-0.1334525	0.0580235	-0.1239842	0.0165367	-0.1220337	-0.0373282	-0.1129001	-0.0839282	-0.0893464	-0.1237624	-0.0940229	0.1450261	0.0601946	0.0815283	0.0518589	0.0819391	0.0154906	0.074236	-0.0055773	0.0476117	0.0464575	-0.0056709	0.1008629	-0.0396179	0.1838137	-0.0831296	0.193181	-0.078571	0.1870333	-0.0949482	-0.1617476	0.1065955	-0.1456957	0.0805456	-0.1214858	0.0453544	-0.1160225	-0.0072358	-0.1145381	-0.0598789	-0.100843	-0.1089844	-0.1159561	0.1510976	-0.0766324	0.1510451	-0.0360531	0.1433638	0.003641	0.129565	0.0427232	0.1120213	0.0806912	0.0878136	0.113541	0.0563103	0.142444	0.0220782	0.1664118	-0.0144645	0.1855366	-0.0501189	-0.0597393	-0.1308781	-0.0321203	-0.1296202	-0.0055937	-0.126201	0.0200592	-0.1203799	0.0452492	-0.1147428	0.0707127	-0.1100704	0.0963506	-0.1062013	0.122187	-0.1043827	0.1478451	-0.1026711	0.1737935	-0.0990786
446	PB13-0555	F	Morpho	menelaus	20.29369	under	11	-0.1597881	0.1426693	-0.174117	0.126676	-0.1628311	0.0969186	-0.1351599	0.0630774	-0.122471	0.0209715	-0.1177026	-0.0305322	-0.1093546	-0.0843078	-0.0823264	-0.1266756	-0.0961646	0.1403061	0.0648533	0.0742923	0.0556086	0.0753164	0.0192557	0.069316	-0.0056636	0.0429155	0.0472356	-0.0075594	0.1038181	-0.0417114	0.187797	-0.0822549	0.1965672	-0.0770603	0.1893083	-0.0954523	-0.1677743	0.1053205	-0.1449691	0.0827762	-0.1210526	0.0472105	-0.1117816	-0.0061742	-0.1107035	-0.0589981	-0.0981723	-0.1070048	-0.1178251	0.1508028	-0.0787304	0.1463788	-0.0386107	0.1396413	0.0011355	0.1274555	0.0394033	0.1086464	0.0758924	0.0839331	0.1086645	0.0538092	0.1385587	0.0210416	0.1643457	-0.0142046	0.1851939	-0.049221	-0.0600483	-0.1324981	-0.0320479	-0.1297129	-0.0058401	-0.1247844	0.019603	-0.1187735	0.0448818	-0.1131729	0.0703952	-0.1082851	0.0962335	-0.1049575	0.1221381	-0.1029667	0.1478763	-0.1025411	0.174369	-0.1006262
447	PB13-0556	M	Morpho	menelaus	18.45903	under	11	-0.1704376	0.1421683	-0.1790299	0.122558	-0.1656758	0.0932195	-0.138424	0.0590428	-0.1141153	0.0190622	-0.1023831	-0.0279962	-0.0968018	-0.0746133	-0.0843212	-0.1129353	-0.1098951	0.1452455	0.0495842	0.0769452	0.0416367	0.0774006	0.0143358	0.0691945	-0.008738	0.0437879	0.0472141	-0.0061019	0.1033424	-0.0453934	0.1917631	-0.0940695	0.201615	-0.0883475	0.1962241	-0.1058008	-0.1709491	0.1039191	-0.1505539	0.0783253	-0.1264513	0.0483902	-0.1030239	-0.0029506	-0.0967626	-0.0585554	-0.0894208	-0.1057106	-0.1186808	0.156128	-0.0782388	0.1528149	-0.0377545	0.1430399	0.0017802	0.1281104	0.0388772	0.1065846	0.0740287	0.0804043	0.106403	0.0503158	0.1349541	0.016802	0.1617376	-0.0174587	0.1860556	-0.0500663	-0.0577701	-0.1213895	-0.0319726	-0.1207614	-0.0058328	-0.118022	0.0200842	-0.1142342	0.045908	-0.1098592	0.0720304	-0.1068847	0.0981123	-0.1059016	0.1238966	-0.107993	0.1501292	-0.1095859	0.1775204	-0.108828
448	PB13-0557	M	Morpho	menelaus	18.29321	under	11	-0.1670996	0.143729	-0.1726316	0.1254746	-0.1617717	0.093611	-0.1390774	0.0595719	-0.1192228	0.0181588	-0.1071764	-0.0327854	-0.0977875	-0.0812132	-0.0807697	-0.1203456	-0.1095436	0.1467307	0.0580096	0.0762406	0.0493525	0.0766297	0.0175384	0.0682289	-0.0085909	0.0429014	0.0442826	-0.0096424	0.1006834	-0.0447105	0.1862008	-0.0881732	0.1964058	-0.084357	0.1889802	-0.1000922	-0.168265	0.1044394	-0.1500953	0.0771797	-0.1275101	0.0459258	-0.1093455	-0.0047045	-0.1016988	-0.0577593	-0.0911209	-0.1048735	-0.117814	0.1568939	-0.077377	0.1527513	-0.0366183	0.1451277	0.0036093	0.1313837	0.0417502	0.1103361	0.0756968	0.0820078	0.1071098	0.0512635	0.1363925	0.0185753	0.1626379	-0.0158671	0.1853885	-0.0492709	-0.0581695	-0.1235085	-0.0316811	-0.1228482	-0.0055421	-0.1209124	0.0203844	-0.1181662	0.046213	-0.1148202	0.071889	-0.1106605	0.0976628	-0.1082135	0.1236212	-0.1067809	0.1493837	-0.1049763	0.1757161	-0.1024796
449	PB13-0558	M	Morpho	menelaus	19.28904	under	11	-0.1594056	0.142796	-0.1705828	0.1229378	-0.1620555	0.0935623	-0.139404	0.0606104	-0.1193135	0.0193448	-0.1095646	-0.0267908	-0.1030037	-0.0757892	-0.0838438	-0.1137112	-0.1108265	0.1441685	0.0553113	0.0758089	0.0487298	0.0759298	0.0163407	0.0677965	-0.0109809	0.0443434	0.0468074	-0.0038633	0.1009232	-0.0382591	0.1920609	-0.0877776	0.1986747	-0.0829517	0.1927382	-0.097218	-0.1668119	0.1058821	-0.1506708	0.077587	-0.1284432	0.0462171	-0.1099565	-0.0046128	-0.1046628	-0.0584459	-0.0915648	-0.1041506	-0.1169946	0.1522211	-0.077464	0.1498938	-0.0371331	0.1421773	0.0027091	0.1286018	0.0397059	0.1068926	0.0743796	0.0802968	0.1063823	0.0502299	0.1369075	0.0186872	0.1656867	-0.0141031	0.1882464	-0.0484868	-0.0589468	-0.1257554	-0.0321131	-0.1261314	-0.0057299	-0.1239368	0.0202993	-0.1202408	0.045991	-0.1158992	0.0716738	-0.111835	0.0973952	-0.108806	0.1232895	-0.1076442	0.1492377	-0.106363	0.1759821	-0.1032129
450	PB13-0559	M	Morpho	menelaus	15.05218	under	11	-0.1744807	0.1389676	-0.1798219	0.1223965	-0.1629598	0.0904297	-0.1368437	0.058912	-0.1177113	0.0205782	-0.1093389	-0.030701	-0.1009114	-0.0771891	-0.0786013	-0.1214039	-0.0977001	0.1445256	0.0608669	0.0735158	0.0522619	0.0752129	0.0171879	0.0672288	-0.001312	0.040171	0.0500626	-0.0090816	0.1003437	-0.0431967	0.1822355	-0.088049	0.1925355	-0.0811431	0.1865641	-0.0995483	-0.1693056	0.1035199	-0.1493417	0.0787381	-0.1240025	0.0481663	-0.1092726	-0.0056429	-0.1020631	-0.0580439	-0.0924092	-0.1050392	-0.119164	0.1561085	-0.0787008	0.1545762	-0.0374432	0.148221	0.0037027	0.1355167	0.0429344	0.1146804	0.0780692	0.086181	0.1088181	0.0538184	0.1364385	0.0195586	0.1610896	-0.0158603	0.1814086	-0.0503426	-0.0587836	-0.1268997	-0.0318331	-0.1258176	-0.0056374	-0.1228853	0.0202142	-0.1189609	0.045894	-0.1150028	0.0715764	-0.1111087	0.0973089	-0.1085993	0.1232802	-0.1075508	0.1490944	-0.1057558	0.1757504	-0.1032008
451	PB13-0560	M	Morpho	menelaus	18.4909	under	11	-0.1606292	0.1481297	-0.1711758	0.129029	-0.1618847	0.0992012	-0.1376013	0.0610511	-0.1182471	0.0196229	-0.1070353	-0.0321468	-0.0970722	-0.0795925	-0.0773753	-0.1214759	-0.0992082	0.1474442	0.0490121	0.078346	0.0394735	0.0779765	0.0101567	0.0684719	-0.0099902	0.0423876	0.0380069	-0.0050197	0.0960807	-0.0414745	0.1865346	-0.0851587	0.1986467	-0.0792121	0.192318	-0.0950876	-0.1656682	0.1056274	-0.1481551	0.0786401	-0.1272732	0.0460425	-0.1085605	-0.0048593	-0.1001613	-0.0574673	-0.0900906	-0.1045667	-0.1181368	0.1582262	-0.0773766	0.154129	-0.0369484	0.143981	0.0025728	0.1289996	0.0396961	0.1074498	0.0741037	0.08042	0.1058531	0.0500292	0.1340975	0.01658	0.160874	-0.017449	0.1850098	-0.0500995	-0.0582763	-0.1280965	-0.0309984	-0.1293814	-0.0043276	-0.1275022	0.0218293	-0.1236199	0.047648	-0.1193598	0.0733928	-0.1145752	0.0989083	-0.1101287	0.1245415	-0.1075341	0.1503106	-0.1058331	0.1771257	-0.1021445
452	PB13-0561	M	Morpho	menelaus	19.21701	under	11	-0.1647863	0.1464298	-0.1816491	0.1209458	-0.1640748	0.0914495	-0.1363331	0.061697	-0.1150141	0.0227764	-0.1074907	-0.0274908	-0.1024529	-0.0755711	-0.0861192	-0.1190489	-0.1074876	0.1456602	0.0597705	0.0713733	0.0555132	0.0710875	0.0223803	0.0654617	-0.0050773	0.042984	0.0496212	-0.0067984	0.1051562	-0.0407429	0.1895107	-0.0842628	0.1975711	-0.0777935	0.1908064	-0.095975	-0.1719723	0.1024344	-0.1504601	0.0787381	-0.1228601	0.0500574	-0.1051223	-0.0046941	-0.1017862	-0.0585608	-0.0966137	-0.1068925	-0.1185207	0.1562768	-0.0781887	0.1536303	-0.0374622	0.1448802	0.0022594	0.1298702	0.0392683	0.1078489	0.0735937	0.0805495	0.1042826	0.0491373	0.1328336	0.0159814	0.1608049	-0.0171002	0.1844227	-0.0501565	-0.0592754	-0.126766	-0.0322572	-0.126616	-0.0058769	-0.124041	0.0202376	-0.1204829	0.0459325	-0.1155399	0.0715678	-0.1109452	0.0972863	-0.1073734	0.1231814	-0.1059154	0.1490947	-0.1047783	0.175786	-0.101724
453	PB13-0562	M	Morpho	menelaus	19.44623	under	11	-0.1627842	0.1507358	-0.1722904	0.1331073	-0.1641421	0.0993759	-0.1372644	0.0668942	-0.1132291	0.0256957	-0.1042237	-0.0302463	-0.0957745	-0.0825099	-0.0806189	-0.1301651	-0.0980664	0.1473342	0.0497995	0.0778758	0.0438442	0.0777678	0.0114052	0.0691879	-0.0174401	0.0444493	0.0397339	-0.0051576	0.0957197	-0.0393466	0.1873154	-0.083574	0.1952161	-0.0782432	0.1906536	-0.0933363	-0.166399	0.1062083	-0.1468285	0.0812645	-0.1218409	0.0508702	-0.1024835	-0.0042337	-0.0970311	-0.0573217	-0.0938851	-0.1065397	-0.1181144	0.1559048	-0.0779116	0.1529167	-0.037305	0.1439879	0.0018375	0.1279963	0.0378721	0.105192	0.0716735	0.0779482	0.1036205	0.0481148	0.133364	0.0160872	0.1596867	-0.0182381	0.1833749	-0.0509994	-0.0593068	-0.1362084	-0.0302287	-0.1363383	-0.0027922	-0.1325148	0.0232514	-0.1259205	0.0482103	-0.1189687	0.0731944	-0.1129824	0.0987643	-0.1090703	0.124692	-0.1060728	0.1503872	-0.1027991	0.176344	-0.0981282
454	PB13-0563	M	Morpho	menelaus	19.11183	under	11	-0.1661488	0.1396432	-0.1751281	0.116752	-0.1612648	0.0896362	-0.1345535	0.0603345	-0.1177977	0.0221008	-0.1096885	-0.028497	-0.1017159	-0.0755432	-0.0849476	-0.1175606	-0.1035127	0.1447077	0.0558132	0.0764353	0.0493166	0.0769268	0.0159254	0.068545	-0.0066353	0.0458341	0.0461677	-0.0060788	0.1000502	-0.0412363	0.1872433	-0.0889777	0.1999813	-0.0835361	0.1916796	-0.0992201	-0.1690658	0.1039492	-0.1490903	0.0793687	-0.1242337	0.0474245	-0.1099004	-0.0057017	-0.1035082	-0.0584307	-0.0941328	-0.1063626	-0.118672	0.1547792	-0.078485	0.1531557	-0.0375973	0.1453424	0.00255	0.1313457	0.0407514	0.1107027	0.075608	0.0832052	0.1067948	0.0518567	0.1358225	0.0188632	0.1621871	-0.0155771	0.1853954	-0.0489404	-0.0583055	-0.1243038	-0.0318016	-0.1240061	-0.0054897	-0.122755	0.0204924	-0.1187076	0.0462287	-0.114724	0.0718532	-0.1105481	0.0976183	-0.1086927	0.1235127	-0.1079961	0.1495293	-0.1077927	0.1771541	-0.1057204
455	PB13-0564	M	Morpho	menelaus	19.05662	under	11	-0.1665935	0.1409174	-0.1719684	0.1220073	-0.1639735	0.0912771	-0.1369723	0.0599847	-0.1146441	0.0193931	-0.1046919	-0.028379	-0.1004184	-0.0757619	-0.0842814	-0.1176454	-0.1163332	0.1431033	0.0563302	0.0773298	0.0484684	0.0773505	0.0159927	0.071139	-0.0099514	0.0472199	0.053163	-0.0070813	0.1031397	-0.0417698	0.1905405	-0.0894674	0.1993357	-0.085119	0.1921955	-0.1012644	-0.1707073	0.1049202	-0.1502143	0.0787581	-0.1247826	0.0489507	-0.1037937	-0.0035089	-0.0989268	-0.0586421	-0.0940224	-0.1058795	-0.1181061	0.1517536	-0.0785552	0.1501826	-0.0378375	0.1444372	0.0025356	0.1310534	0.0405457	0.1100604	0.0760684	0.0833698	0.1071731	0.0517404	0.1368511	0.019116	0.1620348	-0.0162793	0.1844151	-0.0501961	-0.0595766	-0.1251529	-0.0330072	-0.1236347	-0.0068532	-0.1210237	0.0191108	-0.1182069	0.0449637	-0.1146621	0.0706824	-0.1106138	0.096525	-0.1088562	0.1225402	-0.1081076	0.1483537	-0.1070598	0.175246	-0.105753
456	PB13-0565	M	Morpho	menelaus	18.31139	under	11	-0.1647472	0.1407228	-0.1726704	0.1206649	-0.1602961	0.0927159	-0.139801	0.0627502	-0.1212121	0.0234466	-0.11083	-0.0267515	-0.1032498	-0.075954	-0.0893933	-0.1171532	-0.0940739	0.1439589	0.0552269	0.0740288	0.0468129	0.0737863	0.0181909	0.0662977	-0.0040892	0.0432357	0.050059	-0.0053183	0.1059887	-0.040085	0.188306	-0.0839415	0.200007	-0.0816524	0.193815	-0.0958553	-0.1675966	0.1052197	-0.1497798	0.0783938	-0.1285512	0.0462691	-0.1121546	-0.0049137	-0.1053583	-0.0581042	-0.0963615	-0.1063996	-0.117345	0.1534088	-0.0777038	0.1505384	-0.0375493	0.141776	0.001872	0.1275831	0.0390544	0.1067553	0.0745228	0.0813334	0.1073353	0.051914	0.1374482	0.0196642	0.1641314	-0.01473	0.1869545	-0.0486784	-0.0594939	-0.1268485	-0.0325025	-0.1276859	-0.005952	-0.1258764	0.0203356	-0.1223703	0.0461392	-0.117206	0.071599	-0.1115172	0.0969867	-0.1064738	0.1227225	-0.1038809	0.1483982	-0.1023911	0.1748053	-0.1006763
457	PB13-0566	F	Morpho	menelaus	18.80206	under	11	-0.1631352	0.1423722	-0.1746521	0.1238837	-0.1615895	0.0933583	-0.1377112	0.0613652	-0.1198577	0.0226481	-0.1140251	-0.0254017	-0.1074706	-0.0777126	-0.0796589	-0.1186989	-0.0980099	0.1428086	0.0513678	0.0777721	0.04408	0.0779342	0.0098759	0.0676004	-0.0064124	0.0418151	0.0435984	-0.007118	0.1018531	-0.0430357	0.1922613	-0.0891882	0.2015393	-0.0833091	0.1939653	-0.1001398	-0.1678039	0.1048328	-0.1491413	0.078419	-0.1238616	0.0476687	-0.1095868	-0.0062105	-0.1079789	-0.0596403	-0.0951531	-0.1067904	-0.1171616	0.1528978	-0.0775643	0.1490767	-0.0375149	0.140121	0.0020969	0.1267806	0.0401193	0.1072805	0.0754431	0.0811297	0.1076967	0.050942	0.1372767	0.018236	0.1631881	-0.0166584	0.187336	-0.0495853	-0.0577099	-0.1230272	-0.0312969	-0.1228543	-0.0051086	-0.1203569	0.0208548	-0.1170243	0.0466982	-0.1134338	0.0725688	-0.1095551	0.0985209	-0.1066024	0.1245667	-0.1053751	0.150484	-0.1044623	0.1770131	-0.1027626
458	PB13-0567	F	Morpho	menelaus	20.6818	under	11	-0.1789321	0.1408696	-0.1830328	0.1222148	-0.1641249	0.0922449	-0.1318412	0.0599661	-0.1154975	0.0154979	-0.1133777	-0.0338292	-0.105988	-0.0785147	-0.0895645	-0.1177216	-0.0917271	0.1432518	0.0647273	0.0734639	0.05797	0.0750466	0.0299038	0.0689652	0.0021182	0.0411593	0.0535683	-0.0117416	0.103437	-0.0439867	0.1869263	-0.0852854	0.1950474	-0.0801326	0.1895045	-0.0967026	-0.1694186	0.1049797	-0.146319	0.0849752	-0.116947	0.0501546	-0.1070553	-0.0070699	-0.1045931	-0.058502	-0.0973622	-0.1070371	-0.1205694	0.1529615	-0.0808122	0.1500402	-0.0406829	0.1410134	-0.0006894	0.1290127	0.0386747	0.111568	0.0749685	0.084899	0.1062671	0.0529996	0.1363409	0.0206595	0.1639773	-0.013353	0.1858438	-0.0480655	-0.0608788	-0.1268685	-0.0339129	-0.1260128	-0.007636	-0.1222889	0.0183168	-0.1181966	0.04396	-0.1131627	0.0697022	-0.108937	0.0957346	-0.1071105	0.1218354	-0.1057012	0.1477742	-0.1043513	0.174364	-0.1013719
459	PB13-0568	F	Morpho	menelaus	17.81114	under	11	-0.1693564	0.136323	-0.1758219	0.1169093	-0.1605459	0.0898927	-0.1382315	0.0596556	-0.11829	0.0206628	-0.1117515	-0.0296667	-0.1052841	-0.0731504	-0.0883377	-0.1168372	-0.0958531	0.1421498	0.0559195	0.0762517	0.0482993	0.0758867	0.0184867	0.0713651	-0.0129292	0.0484447	0.0394635	-0.0031776	0.0996459	-0.0422203	0.1934263	-0.091585	0.2043293	-0.085703	0.1979991	-0.1020497	-0.168233	0.1047255	-0.1493094	0.0790453	-0.1256655	0.0481283	-0.1080599	-0.0052288	-0.1030511	-0.0580047	-0.0976656	-0.1071265	-0.116847	0.1521092	-0.0777099	0.1480538	-0.0380201	0.1385826	0.0015675	0.1259104	0.0392486	0.10633	0.0759426	0.0824292	0.1092603	0.0529904	0.1398829	0.020822	0.1672209	-0.0135132	0.1902854	-0.0479526	-0.059096	-0.123033	-0.0329684	-0.1202996	-0.0069239	-0.1167037	0.0190535	-0.113946	0.0448356	-0.11043	0.0708113	-0.1077519	0.0968431	-0.1070528	0.1228424	-0.1070346	0.1487585	-0.1075141	0.1758289	-0.1066871
460	PB13-0569	F	Morpho	menelaus	22.37457	under	11	-0.1682067	0.1348292	-0.1743881	0.1154273	-0.1618477	0.087621	-0.1347815	0.0563024	-0.1212	0.0172073	-0.1160012	-0.028352	-0.1097113	-0.0738036	-0.0939382	-0.1170509	-0.0955058	0.1421665	0.0630434	0.0729536	0.0591685	0.0719612	0.0243228	0.0651067	-0.0048986	0.0445012	0.0491414	-0.0062562	0.1087869	-0.0412134	0.1915522	-0.0865858	0.2019201	-0.0825737	0.1952868	-0.0965467	-0.1702669	0.1047449	-0.1504017	0.079238	-0.1251068	0.0469508	-0.1118734	-0.0058775	-0.1083566	-0.0588487	-0.1030488	-0.1087975	-0.1171542	0.1511749	-0.0779722	0.1501047	-0.0376317	0.1421808	0.0018715	0.1277148	0.040221	0.1085795	0.0768089	0.0834367	0.1093975	0.0528985	0.140043	0.0207289	0.1678053	-0.0137347	0.1890715	-0.0493219	-0.0607656	-0.1248838	-0.0344015	-0.1216529	-0.0084914	-0.1176623	0.0173459	-0.1137749	0.0431025	-0.1097967	0.0690894	-0.1061887	0.0953249	-0.1041756	0.1214913	-0.1038822	0.147399	-0.1035694	0.1737561	-0.1012797
461	PB13-0570	M	Morpho	iphitus	15.63666	under	6	-0.1475889	0.1388003	-0.1648704	0.1127461	-0.1617462	0.085717	-0.1475091	0.0539015	-0.1343178	0.0124478	-0.1333452	-0.030568	-0.1284961	-0.0761169	-0.0965433	-0.109834	-0.0676041	0.1355174	0.0618365	0.0664221	0.057267	0.0685101	0.0239316	0.0611767	-0.0022955	0.041721	0.0470663	-0.0032848	0.1104421	-0.0393329	0.2004863	-0.0812782	0.2108426	-0.0762328	0.2037245	-0.0916989	-0.165363	0.106978	-0.1551204	0.0750061	-0.1385661	0.0417478	-0.1289316	-0.0067654	-0.1270821	-0.0605033	-0.102654	-0.1116063	-0.113391	0.1475486	-0.0747837	0.1469836	-0.0347618	0.1395301	0.0046364	0.1256532	0.0408243	0.1035176	0.0747419	0.0766508	0.1073845	0.0477625	0.139088	0.0177535	0.1701468	-0.0128156	0.1962801	-0.0461903	-0.0581172	-0.1155045	-0.0326646	-0.1147707	-0.0070455	-0.1124776	0.0185797	-0.1100027	0.04415	-0.1061518	0.0701801	-0.1032439	0.0963362	-0.1009421	0.122475	-0.0996805	0.1482236	-0.0988626	0.1741537	-0.0982282
462	PB13-0571	M	Morpho	iphitus	16.92322	under	6	-0.1441726	0.1397606	-0.1615043	0.1158394	-0.1602409	0.0890977	-0.1468982	0.0557729	-0.1384121	0.0166758	-0.1337286	-0.0312004	-0.1262028	-0.078617	-0.0941225	-0.1171414	-0.0677466	0.132612	0.0748674	0.0617709	0.0662497	0.0661727	0.017773	0.0632779	-0.0046749	0.0409579	0.0469662	-0.0043771	0.1049463	-0.036635	0.2014022	-0.078028	0.20839	-0.0702312	0.2022771	-0.0882646	-0.1622282	0.107873	-0.1543356	0.0760169	-0.1404456	0.0423241	-0.1336958	-0.0072955	-0.130315	-0.0611171	-0.1065162	-0.1133784	-0.1132214	0.144506	-0.074774	0.1445597	-0.0349039	0.138497	0.0047582	0.1258739	0.0411582	0.1040597	0.0750763	0.0772185	0.1078388	0.0485602	0.1399372	0.0189974	0.1706205	-0.0121083	0.1961719	-0.0458033	-0.0592581	-0.1210206	-0.0333338	-0.1174887	-0.007428	-0.1145369	0.0182174	-0.1108758	0.0438498	-0.1071454	0.069673	-0.1036293	0.0957012	-0.1005107	0.1217802	-0.0985543	0.1474421	-0.0969872	0.1730625	-0.0954779
463	PB13-0572	M	Morpho	iphitus	15.64202	under	6	-0.1401265	0.1476003	-0.1625258	0.1185119	-0.1569895	0.0858961	-0.1424926	0.0548861	-0.1342468	0.0150449	-0.1296817	-0.0343573	-0.1213983	-0.0802623	-0.0899989	-0.1131322	-0.0717409	0.1384947	0.0561615	0.0705646	0.0512707	0.0716018	0.0102338	0.064079	-0.0084324	0.0396011	0.0412143	-0.0050187	0.1062544	-0.0418401	0.2002145	-0.0795794	0.2091352	-0.0748122	0.2019544	-0.0878533	-0.1627393	0.1065626	-0.1514878	0.0758758	-0.1377034	0.0420268	-0.1300753	-0.0076732	-0.1260625	-0.0615086	-0.1007999	-0.1105529	-0.1136678	0.1528808	-0.0742464	0.1491789	-0.0341308	0.1407543	0.0050529	0.1260481	0.0410899	0.1037537	0.0746202	0.0765744	0.1071473	0.0477557	0.1389723	0.0179113	0.1685486	-0.013882	0.1946156	-0.0464606	-0.0577162	-0.1210113	-0.0318564	-0.1194393	-0.0060117	-0.117308	0.0196121	-0.1136099	0.0452482	-0.110061	0.0710432	-0.1069226	0.0969174	-0.1037639	0.1228115	-0.1014531	0.1482757	-0.0992658	0.1737374	-0.0958348
