ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58	ProcCoord59	ProcCoord60	ProcCoord61	ProcCoord62	ProcCoord63	ProcCoord64	ProcCoord65	ProcCoord66	ProcCoord67	ProcCoord68	ProcCoord69	ProcCoord70	ProcCoord71	ProcCoord72	ProcCoord73	ProcCoord74	ProcCoord75	ProcCoord76	ProcCoord77	ProcCoord78	ProcCoord79	ProcCoord80	ProcCoord81	ProcCoord82	ProcCoord83	ProcCoord84	ProcCoord85	ProcCoord86	ProcCoord87	ProcCoord88
87	PB13-0146	M	Morpho	theseus	19.42307	can	23	-0.1543123	0.1552158	-0.1605668	0.1313053	-0.1485676	0.0947081	-0.1379211	0.0621192	-0.1298734	0.0116856	-0.1222099	-0.0434722	-0.1131885	-0.0933289	-0.0857804	-0.1306828	-0.0890894	0.146101	0.0566466	0.0707686	0.0453488	0.0723797	0.0256878	0.0680637	-0.0021071	0.0414961	0.0500266	-0.0025376	0.1069934	-0.0362869	0.1930672	-0.078937	0.2008603	-0.0699553	0.1955783	-0.0898842	-0.1524754	0.1105522	-0.1403098	0.080541	-0.1335707	0.0424494	-0.1240124	-0.0083438	-0.1159259	-0.0611921	-0.1044957	-0.1130926	-0.1182864	0.1584401	-0.0780494	0.1522217	-0.0379403	0.1413523	0.0006521	0.1247207	0.0371327	0.1029505	0.0713035	0.0761206	0.1030431	0.0459312	0.1335512	0.0143031	0.163125	-0.0176764	0.1884472	-0.0502432	-0.0596646	-0.135559	-0.0322488	-0.1283785	-0.0068404	-0.1213282	0.0187607	-0.1156783	0.0442422	-0.1097462	0.0701501	-0.1048565	0.0963502	-0.1007092	0.1227838	-0.0983449	0.1488611	-0.0971682	0.1748244	-0.096024
88	PB13-0149	M	Morpho	theseus	18.21869	can	23	-0.1521189	0.1602464	-0.1606717	0.1384075	-0.1490566	0.1020875	-0.1385633	0.0573717	-0.1308405	0.0096184	-0.1208719	-0.0448664	-0.1073671	-0.0926753	-0.0729509	-0.1299792	-0.0866175	0.1501894	0.0546948	0.0711824	0.0399838	0.0748093	0.0149077	0.0700119	-0.0053952	0.0435052	0.050039	-0.0023989	0.1108062	-0.039779	0.1901139	-0.0791101	0.1989779	-0.0699971	0.1918966	-0.0894758	-0.1503197	0.1102409	-0.1426296	0.0781337	-0.1343989	0.0418462	-0.1256031	-0.0089489	-0.1151378	-0.0612606	-0.1002913	-0.1111771	-0.1176096	0.1621526	-0.0773979	0.1541324	-0.0375571	0.1422333	0.0007818	0.1251373	0.0366716	0.1027041	0.0698795	0.0751457	0.101013	0.0447813	0.1308051	0.0128763	0.1595244	-0.0195366	0.1855381	-0.0511647	-0.0587671	-0.1349481	-0.0303479	-0.1320576	-0.0044473	-0.1259573	0.0208714	-0.1195404	0.0460525	-0.113161	0.0715125	-0.1073898	0.0972978	-0.1025386	0.1233292	-0.0992191	0.1491836	-0.0970657	0.1750806	-0.0945663
89	PB13-0150	M	Morpho	theseus	19.3799	can	23	-0.1484671	0.1618866	-0.1591733	0.1383972	-0.1494971	0.0969312	-0.1395033	0.0536528	-0.1286331	0.0044453	-0.1154977	-0.0512858	-0.1052981	-0.096171	-0.0827322	-0.1302305	-0.0865125	0.1517413	0.0561129	0.0712895	0.0402276	0.0754628	0.0145953	0.0686963	-0.0054384	0.0406463	0.0474498	-0.000697	0.1029786	-0.0313725	0.1912307	-0.0813235	0.2002593	-0.0712765	0.1937393	-0.0909674	-0.1515369	0.1087278	-0.1443866	0.0777048	-0.1343522	0.0419436	-0.1245083	-0.0088906	-0.1109455	-0.0602803	-0.1012296	-0.1107672	-0.1175882	0.1632279	-0.0767878	0.1574437	-0.0359592	0.1462457	0.0025235	0.1277541	0.0377104	0.1036359	0.0708621	0.0757215	0.1019268	0.0450885	0.132027	0.0133513	0.1606355	-0.0191759	0.1858604	-0.051544	-0.0600617	-0.1378013	-0.0309491	-0.1323169	-0.0055455	-0.1244622	0.0194607	-0.1173729	0.0445345	-0.1106003	0.0700688	-0.104593	0.0962108	-0.1002004	0.1226715	-0.0979406	0.148774	-0.0976562	0.1747438	-0.0970681
90	PB13-0153	M	Morpho	theseus	18.75527	can	23	-0.1566177	0.1566392	-0.1640008	0.1362179	-0.1498139	0.1005346	-0.1368749	0.0572092	-0.1266381	0.009282	-0.1170805	-0.047042	-0.1042125	-0.0946983	-0.0825871	-0.1293066	-0.0866176	0.1497647	0.0575085	0.0705054	0.0439776	0.0740698	0.0175282	0.0705448	-0.0079785	0.0421971	0.0493021	-0.0044754	0.1071522	-0.0368852	0.1918741	-0.0812937	0.1998432	-0.0710182	0.1938038	-0.0912739	-0.1538386	0.1107525	-0.1439277	0.0788576	-0.1325726	0.0425224	-0.1221208	-0.0084488	-0.1123228	-0.0607673	-0.1009587	-0.1108081	-0.1187684	0.1608014	-0.0780359	0.15431	-0.0376989	0.1428383	0.0004367	0.1247096	0.0360063	0.1015312	0.0702823	0.0749521	0.1023279	0.0451194	0.133275	0.0139116	0.1625724	-0.0182798	0.1869271	-0.0515218	-0.0597727	-0.1344427	-0.0322108	-0.1285567	-0.0068367	-0.121007	0.018827	-0.1152333	0.0445553	-0.1100986	0.0704755	-0.105188	0.0968054	-0.1013862	0.1232776	-0.0996508	0.1493132	-0.098581	0.1754145	-0.0973074
91	PB13-0156	M	Morpho	theseus	19.35733	can	23	-0.1573178	0.1599691	-0.1629301	0.136134	-0.149591	0.1025396	-0.1379098	0.0578922	-0.1266368	0.008947	-0.1159604	-0.04487	-0.1049777	-0.0954771	-0.0798085	-0.1317648	-0.0849056	0.1529279	0.0580553	0.0670413	0.0439136	0.069863	0.0212191	0.0676579	-0.0057979	0.0391995	0.0515756	-0.0058387	0.1074371	-0.0389829	0.1902331	-0.0785683	0.1968536	-0.0683207	0.1913768	-0.0876476	-0.1510882	0.1118027	-0.1423529	0.0787644	-0.1340344	0.042142	-0.1214998	-0.0083954	-0.1107245	-0.0606949	-0.1008697	-0.1111464	-0.1206125	0.1652616	-0.0787725	0.159832	-0.0375843	0.1473033	-0.000005	0.1267663	0.0345755	0.1020809	0.0678583	0.0744252	0.099394	0.0442984	0.1295688	0.0125377	0.1587452	-0.0196805	0.1850482	-0.0512167	-0.0591532	-0.1357487	-0.0312778	-0.1314222	-0.0051493	-0.1262823	0.0206356	-0.1206486	0.046054	-0.1142816	0.0715016	-0.1079426	0.0970604	-0.1017276	0.1232331	-0.0974873	0.1493931	-0.0957976	0.1752277	-0.0934437
92	PB13-0159	M	Morpho	theseus	19.23215	can	23	-0.1554471	0.1592528	-0.1640392	0.1370849	-0.1504803	0.1008408	-0.1368946	0.0588199	-0.1274646	0.0116404	-0.1175634	-0.039937	-0.106613	-0.0903598	-0.079215	-0.127609	-0.0916881	0.1452515	0.0486555	0.0726596	0.0361441	0.0753609	0.0143614	0.0696333	-0.0061026	0.0424974	0.0464905	-0.0034568	0.1056564	-0.0369881	0.197872	-0.0818796	0.205111	-0.0719024	0.1980505	-0.0912381	-0.1526999	0.1103964	-0.1425318	0.0793581	-0.1319814	0.0428322	-0.1198537	-0.0073686	-0.1109459	-0.0596645	-0.1011412	-0.1103399	-0.1165546	0.1599209	-0.0771615	0.150857	-0.0379106	0.1387694	-0.0000948	0.121833	0.0353407	0.09955	0.0693002	0.073232	0.1021555	0.0448114	0.1335373	0.0145	0.163416	-0.0168766	0.1896472	-0.0485707	-0.0590861	-0.1317667	-0.0319332	-0.1271561	-0.006233	-0.1215664	0.0192808	-0.116088	0.0449396	-0.1117332	0.0707255	-0.107451	0.096804	-0.1049037	0.1228339	-0.1026089	0.1486011	-0.1009552	0.1747122	-0.0986816
93	PB13-0161	M	Morpho	theseus	17.33984	can	23	-0.1608017	0.1557757	-0.1633237	0.1332683	-0.1496162	0.1013056	-0.1361629	0.06329	-0.1262566	0.0178398	-0.1144827	-0.0350838	-0.1055731	-0.0848324	-0.0844967	-0.1236756	-0.0935936	0.1489419	0.0489676	0.0697893	0.035199	0.0733068	0.0105775	0.0693101	-0.0120782	0.0451602	0.0502453	-0.0033513	0.1168591	-0.0407639	0.1999834	-0.080092	0.2080175	-0.0715208	0.2007867	-0.089733	-0.1518835	0.1122375	-0.1422891	0.0803567	-0.1293818	0.043855	-0.1193762	-0.0070138	-0.1100694	-0.0597165	-0.0989331	-0.1088435	-0.1181742	0.1591733	-0.0782576	0.1514482	-0.0390622	0.1389461	-0.0021278	0.1206911	0.0317037	0.0966137	0.0650707	0.0696324	0.0977509	0.0410357	0.1294935	0.0110158	0.1606527	-0.0190807	0.1889756	-0.0486418	-0.058905	-0.1305122	-0.0315501	-0.1266121	-0.0053965	-0.122566	0.0204801	-0.1182387	0.0463022	-0.1142236	0.0721777	-0.1099297	0.0981626	-0.1061874	0.1241522	-0.1030607	0.1499512	-0.1008439	0.1762827	-0.0984695
94	PB13-0162	M	Morpho	theseus	17.84018	can	23	-0.1547285	0.1594682	-0.1610755	0.1372417	-0.1517653	0.1031714	-0.1385888	0.0637453	-0.1281443	0.0152296	-0.1186858	-0.0403254	-0.1081843	-0.0930279	-0.0799232	-0.1315552	-0.0883649	0.1482573	0.0575148	0.0672776	0.0414744	0.0724675	0.0123373	0.0695959	-0.010847	0.0425965	0.050922	-0.0058105	0.1026617	-0.0358448	0.1960678	-0.0780503	0.203273	-0.0688425	0.1984762	-0.0875324	-0.1525197	0.1097452	-0.1422866	0.0799324	-0.1310721	0.0433823	-0.1189497	-0.0070907	-0.1113491	-0.0597664	-0.1035387	-0.1123725	-0.1170424	0.1603974	-0.0773318	0.1521576	-0.0377512	0.1404632	0.0002848	0.1235275	0.035134	0.1002388	0.0679811	0.0726755	0.0992334	0.042614	0.1293959	0.0110355	0.1592972	-0.0206167	0.1880164	-0.0497974	-0.0583816	-0.1362891	-0.0304183	-0.1306188	-0.00478	-0.1246847	0.0206749	-0.1188145	0.0461184	-0.1132513	0.0716684	-0.1076706	0.097397	-0.1024416	0.1235105	-0.099612	0.1492383	-0.0970325	0.1750513	-0.0941729
95	PB13-0164	M	Morpho	theseus	17.66643	can	23	-0.1612994	0.1610745	-0.1647431	0.1384865	-0.148939	0.1025366	-0.1376199	0.0618683	-0.1269033	0.013342	-0.1169349	-0.0418827	-0.1028326	-0.0888607	-0.0711506	-0.1295874	-0.0924727	0.1522337	0.0500422	0.0712486	0.0363264	0.0759443	0.0076138	0.0699258	-0.0134122	0.0441082	0.0469976	-0.0040987	0.1087448	-0.0401721	0.1941909	-0.0861193	0.2033228	-0.0742909	0.1957439	-0.094351	-0.1503886	0.1121407	-0.1412121	0.0789822	-0.1314081	0.0425648	-0.1211654	-0.0083355	-0.1087479	-0.059858	-0.0955741	-0.1083321	-0.1180283	0.1635916	-0.0777813	0.1540877	-0.0383887	0.1410323	-0.0016781	0.1216055	0.0330872	0.0983216	0.0666952	0.0718514	0.0982015	0.0421728	0.1288705	0.0111694	0.1581368	-0.0207938	0.1852803	-0.0515425	-0.0566227	-0.1335285	-0.0290252	-0.1290636	-0.0038614	-0.1214992	0.0216818	-0.1156507	0.0473043	-0.1103575	0.073176	-0.1056236	0.0993411	-0.1021497	0.1255978	-0.1006834	0.1515416	-0.1017146	0.1782932	-0.0997929
96	PB13-0165	M	Morpho	theseus	18.9882	can	23	-0.1603304	0.1574245	-0.1633023	0.1375162	-0.152834	0.1035932	-0.1406369	0.0648531	-0.1288708	0.0179744	-0.1202735	-0.0351626	-0.1076217	-0.0872495	-0.0722847	-0.1307435	-0.0930567	0.1484583	0.057677	0.0668752	0.0451657	0.0712246	0.0133474	0.0687886	-0.0077317	0.0442047	0.059361	-0.0083205	0.1070997	-0.038108	0.1926954	-0.0809428	0.1993397	-0.0687234	0.1952251	-0.090418	-0.1523937	0.1106639	-0.1429218	0.0799653	-0.1301093	0.0441202	-0.1183884	-0.0068413	-0.1102841	-0.0592853	-0.1005495	-0.1104073	-0.1186232	0.1585803	-0.0790308	0.1505883	-0.0393816	0.1395707	-0.0014501	0.1227697	0.0340184	0.1005514	0.0673699	0.0736621	0.0988249	0.0438389	0.1290221	0.0122442	0.1588259	-0.0193763	0.1860401	-0.0499212	-0.0582968	-0.1342002	-0.0302856	-0.1312001	-0.0041866	-0.1258741	0.021359	-0.1199071	0.0468116	-0.1142066	0.0723729	-0.1084984	0.0980283	-0.1031162	0.1240953	-0.1001223	0.150006	-0.0987986	0.1761587	-0.0960445
97	PB13-0166	M	Morpho	theseus	17.68264	can	23	-0.1594602	0.1582135	-0.1629447	0.1333928	-0.1492159	0.1016444	-0.1396198	0.0633114	-0.1295201	0.0148471	-0.1183658	-0.0391952	-0.1073957	-0.0875673	-0.0818639	-0.128181	-0.0880409	0.1483757	0.0516269	0.0696399	0.0378512	0.073711	0.0155733	0.0693864	-0.0074106	0.0424337	0.0572225	-0.0074268	0.1127178	-0.040869	0.1966014	-0.081483	0.2027489	-0.0716187	0.1992701	-0.0898363	-0.1504172	0.1128236	-0.1425567	0.0790038	-0.1324553	0.0428657	-0.1203232	-0.0076265	-0.1116236	-0.0603333	-0.1017892	-0.1113838	-0.1185093	0.1602132	-0.0785947	0.151967	-0.0387642	0.1406751	-0.0007993	0.1234536	0.033521	0.0994589	0.0663142	0.0717844	0.0978269	0.0418306	0.1285754	0.0106705	0.1586005	-0.0208473	0.1866251	-0.050766	-0.0583795	-0.1332232	-0.0307767	-0.1285475	-0.0047936	-0.1231043	0.0208007	-0.1171796	0.0462699	-0.1112593	0.0719393	-0.1055738	0.0980043	-0.1009859	0.124394	-0.0980796	0.1504628	-0.0979349	0.1766739	-0.09668
98	PB13-0167	M	Morpho	theseus	18.45595	can	23	-0.1562092	0.1591325	-0.1617424	0.1341068	-0.1480731	0.1021222	-0.1363572	0.0603522	-0.1284664	0.011386	-0.1198304	-0.0446844	-0.1062065	-0.093688	-0.0768262	-0.1322735	-0.080547	0.1485044	0.0526921	0.0709133	0.040346	0.0745412	0.0163017	0.0712387	-0.0145088	0.0421599	0.0416961	-0.0005175	0.1022307	-0.0353404	0.1931778	-0.0806328	0.1996783	-0.0661471	0.1948483	-0.0899039	-0.1504474	0.1117074	-0.1399069	0.0793409	-0.1325651	0.0421996	-0.1232503	-0.0083955	-0.112814	-0.0605017	-0.1009345	-0.1111547	-0.1176698	0.1637332	-0.076793	0.1555283	-0.0374329	0.1420639	0.0003124	0.1241088	0.0359933	0.1017271	0.069015	0.0741617	0.1007452	0.0444183	0.1315903	0.0135293	0.1611193	-0.018139	0.1880077	-0.0490385	-0.0580106	-0.1360167	-0.0302686	-0.1308856	-0.0044722	-0.1252803	0.0209286	-0.1191467	0.0462711	-0.1133483	0.0717115	-0.1075681	0.097648	-0.1038394	0.1237103	-0.1015921	0.1495518	-0.1006934	0.1757571	-0.0981881
99	PB13-0168	M	Morpho	theseus	17.75202	can	23	-0.1612031	0.157401	-0.1645889	0.133939	-0.1542499	0.1006258	-0.1418361	0.0597613	-0.1297136	0.0107759	-0.1177681	-0.0394543	-0.1032013	-0.0837042	-0.0790754	-0.1220665	-0.0961828	0.1473483	0.0486547	0.0725338	0.0366852	0.0750774	0.0198019	0.0701738	-0.0095849	0.0437778	0.0592026	-0.0057244	0.1112011	-0.0385612	0.193739	-0.0841433	0.2030676	-0.0738078	0.1951392	-0.0938831	-0.1534254	0.1101012	-0.1450726	0.0788197	-0.1329407	0.0428912	-0.1207885	-0.0077578	-0.1087697	-0.0592851	-0.0973471	-0.108784	-0.1172793	0.1585039	-0.0775642	0.1503792	-0.0376279	0.1397583	0.0002647	0.1224326	0.0355084	0.099574	0.0688676	0.072319	0.1009373	0.0428193	0.1313339	0.0112088	0.1612644	-0.0205048	0.1890539	-0.0507642	-0.0585295	-0.1277267	-0.031862	-0.1240314	-0.0056327	-0.1201612	0.0203002	-0.1157306	0.0461793	-0.11161	0.0720502	-0.1065713	0.0983545	-0.1032953	0.1247184	-0.101572	0.1507509	-0.1013374	0.1771689	-0.0997446
100	PB13-0169	F	Morpho	theseus	17.44746	can	23	-0.1624811	0.1580947	-0.1687847	0.1337909	-0.1524306	0.1015122	-0.1374819	0.0597003	-0.1263587	0.0138463	-0.114713	-0.0401468	-0.105331	-0.0868081	-0.0782629	-0.1255635	-0.0957579	0.149537	0.0562996	0.0691525	0.0428511	0.0732102	0.0104748	0.0695449	-0.0073396	0.042231	0.0507796	-0.0066472	0.1037784	-0.0378858	0.1962999	-0.0847344	0.2021264	-0.0735288	0.1971434	-0.0928449	-0.1552742	0.1113109	-0.1420524	0.080189	-0.1296352	0.0436297	-0.1169748	-0.0069285	-0.1081885	-0.0597304	-0.0998679	-0.1103416	-0.1179513	0.1599066	-0.0782023	0.151131	-0.0384946	0.1397293	-0.0003384	0.1229737	0.0352986	0.1006614	0.0688093	0.0737197	0.1001052	0.0434339	0.1309588	0.0122824	0.1605776	-0.0194842	0.1874428	-0.050437	-0.0583997	-0.1289299	-0.0316461	-0.1248472	-0.0053837	-0.1214701	0.020578	-0.1172762	0.0462589	-0.1121782	0.0720212	-0.1070108	0.098094	-0.1027854	0.1244215	-0.1010749	0.1504159	-0.1011045	0.1766155	-0.0978292
101	PB13-0170	M	Morpho	theseus	16.66015	can	23	-0.155502	0.1522986	-0.1631129	0.1291762	-0.1533125	0.0986108	-0.1405991	0.0597368	-0.1307477	0.0171379	-0.1203378	-0.0361861	-0.1086567	-0.0780129	-0.0823376	-0.1205177	-0.0882356	0.143584	0.0498767	0.0709935	0.0373494	0.0731283	0.011349	0.0693976	-0.010916	0.0434838	0.0527992	-0.0032323	0.1059112	-0.0362553	0.2016942	-0.0835018	0.2104372	-0.0742299	0.2018977	-0.0936257	-0.1567183	0.1093824	-0.1471691	0.0786097	-0.1352041	0.0428485	-0.1237684	-0.0076754	-0.1132941	-0.0599144	-0.0992722	-0.1089251	-0.1156583	0.1556858	-0.0764718	0.147957	-0.037395	0.136313	0.0001493	0.1195479	0.0355235	0.0974754	0.0698097	0.071585	0.1029205	0.0433932	0.1345288	0.013186	0.1646294	-0.0181518	0.1921822	-0.0488628	-0.0586831	-0.1253733	-0.0321691	-0.1229957	-0.0061914	-0.1185869	0.0196769	-0.1142719	0.0454756	-0.109972	0.0715005	-0.1062658	0.0976974	-0.1031617	0.1240101	-0.1012966	0.1499756	-0.1016604	0.1763586	-0.1008559
102	PB13-0171	M	Morpho	theseus	16.56552	can	23	-0.1554598	0.1653495	-0.1625853	0.1426782	-0.1507249	0.1067492	-0.1410666	0.0639474	-0.1292977	0.0080019	-0.1152447	-0.0466048	-0.1033677	-0.0929254	-0.07305	-0.1306118	-0.085028	0.1520254	0.0512673	0.0701591	0.0371226	0.0733213	0.0128792	0.0678187	-0.0084397	0.0399197	0.048373	-0.0063926	0.100843	-0.0377155	0.1917927	-0.0777096	0.1979327	-0.0672062	0.1944804	-0.0869192	-0.1516045	0.1101493	-0.1440431	0.0779486	-0.1341742	0.0421582	-0.1232555	-0.0085333	-0.1103389	-0.0600376	-0.0989107	-0.1103664	-0.1158827	0.1653936	-0.0758607	0.1554776	-0.0369512	0.1413354	-0.0000656	0.1221729	0.0350574	0.0992305	0.068777	0.0727906	0.0999014	0.0427328	0.129835	0.0110049	0.1588027	-0.0211989	0.1853731	-0.0525592	-0.0576817	-0.1340339	-0.0293887	-0.1327283	-0.003137	-0.1268442	0.0223345	-0.1207692	0.0475936	-0.1143967	0.0729879	-0.1083005	0.0986434	-0.1028443	0.1247119	-0.0993892	0.1505856	-0.0975668	0.1762644	-0.094711
103	PB13-0172	M	Morpho	theseus	17.42323	can	23	-0.1584814	0.152916	-0.1648576	0.1302894	-0.1527691	0.1003542	-0.1395431	0.0602207	-0.1293859	0.0168063	-0.1174803	-0.0334401	-0.1063891	-0.0810265	-0.0816612	-0.1247792	-0.0960184	0.1449073	0.0513328	0.0716144	0.0374584	0.0747375	0.0123079	0.0708948	-0.0081698	0.0428991	0.0460099	-0.0018321	0.1068145	-0.0384559	0.1984205	-0.0850296	0.2046003	-0.0751472	0.2000742	-0.0942909	-0.1557961	0.1106804	-0.1446988	0.0796013	-0.1336125	0.0431427	-0.1197489	-0.0071335	-0.1075877	-0.0591922	-0.1009682	-0.1105461	-0.1166843	0.155318	-0.0771676	0.148195	-0.0375161	0.1377552	0.0000548	0.1205188	0.0355413	0.0981376	0.0701325	0.072375	0.1029405	0.0435676	0.1345112	0.0130182	0.1645763	-0.0185467	0.1908382	-0.0504753	-0.0586445	-0.1284467	-0.0320674	-0.1237521	-0.0059632	-0.1189478	0.0200066	-0.1145006	0.0458751	-0.1097554	0.0720789	-0.106136	0.0984271	-0.1030704	0.1248678	-0.1014508	0.1509355	-0.1014165	0.1774071	-0.1005781
104	PB13-0173	M	Morpho	theseus	16.2253	can	23	-0.1480839	0.1525062	-0.1613217	0.1302143	-0.1514834	0.1024939	-0.1390768	0.0592502	-0.1274079	0.0132101	-0.1204176	-0.038642	-0.1122704	-0.0902978	-0.0829802	-0.1355224	-0.0945188	0.1476167	0.0545302	0.0739741	0.0412086	0.0777072	0.0156181	0.0729314	-0.0065368	0.0418085	0.0536446	-0.0060852	0.1052119	-0.0370723	0.1909138	-0.0758224	0.1992979	-0.0691244	0.1927049	-0.0867785	-0.151836	0.110568	-0.1433928	0.0790523	-0.131543	0.0435374	-0.1192113	-0.0067834	-0.1168887	-0.0600036	-0.1062481	-0.1124604	-0.1152824	0.1546398	-0.0753809	0.1514584	-0.0351779	0.141982	0.0038942	0.1264871	0.0400209	0.104032	0.0733958	0.0764419	0.1048899	0.046338	0.1347988	0.0145557	0.1628905	-0.0183521	0.1884247	-0.0504057	-0.0590456	-0.1398802	-0.0305306	-0.1330647	-0.0053402	-0.1259162	0.0197896	-0.1198415	0.0449008	-0.1137902	0.0703441	-0.1085494	0.0958243	-0.1032339	0.1215159	-0.0985122	0.1474318	-0.0966914	0.1727238	-0.0939751
105	PB13-0174	M	Morpho	theseus	15.603	can	23	-0.1410578	0.1578	-0.1547647	0.1376572	-0.1540657	0.1004123	-0.1451277	0.0596369	-0.1373305	0.0147442	-0.128921	-0.0385538	-0.1131245	-0.0898873	-0.0810219	-0.1308717	-0.0811691	0.1463867	0.059279	0.0678077	0.0455157	0.069547	0.0232959	0.0646125	-0.0022667	0.0365925	0.0493948	-0.0027502	0.1091368	-0.0342356	0.19604	-0.0734662	0.201127	-0.0686227	0.1962705	-0.0838802	-0.1552315	0.1068747	-0.1483672	0.0773362	-0.1411506	0.0415826	-0.1320262	-0.0087003	-0.1209747	-0.0618681	-0.1019428	-0.1111964	-0.1142608	0.1580102	-0.0751276	0.1504021	-0.0354012	0.1403278	0.0024025	0.1234578	0.0367387	0.0998235	0.0695348	0.0724075	0.1010638	0.0428631	0.1315294	0.0119264	0.1613221	-0.0192701	0.1887086	-0.0493331	-0.0572008	-0.1353804	-0.0294165	-0.1295782	-0.0040129	-0.123505	0.0212266	-0.1174688	0.0463648	-0.1114478	0.0717693	-0.10599	0.0974323	-0.1011128	0.1232627	-0.0978096	0.1486136	-0.0942376	0.1739335	-0.0910431
106	PB13-0175	M	Morpho	theseus	15.91912	can	23	-0.161389	0.1545938	-0.1686894	0.1311996	-0.1538417	0.0960178	-0.1417204	0.0563281	-0.131899	0.0128216	-0.1243921	-0.0375555	-0.1133714	-0.0887525	-0.0858016	-0.118725	-0.0860148	0.1450864	0.06147	0.0668662	0.0446117	0.0720587	0.0281201	0.0687989	-0.0045436	0.0413083	0.0643451	-0.0066894	0.1143603	-0.0389343	0.1944779	-0.0814089	0.2028329	-0.0742705	0.1963921	-0.0911	-0.1581156	0.1083169	-0.1470697	0.0776123	-0.1366125	0.041788	-0.1256758	-0.008344	-0.1194002	-0.061584	-0.0991356	-0.1101688	-0.1158007	0.157113	-0.0765836	0.1488724	-0.0373676	0.1373614	0.0006537	0.1212181	0.0367961	0.1002457	0.0703166	0.073599	0.1017033	0.043676	0.1320842	0.012375	0.1615226	-0.0193225	0.1879219	-0.0504486	-0.0577275	-0.1243619	-0.0316994	-0.1205445	-0.005831	-0.1160592	0.0198798	-0.1112909	0.0456669	-0.1070941	0.0716823	-0.103449	0.0979178	-0.1009969	0.124113	-0.0997513	0.1499046	-0.0991583	0.1759095	-0.097247
107	PB13-0177	M	Morpho	theseus	17.23043	can	23	-0.1545419	0.1518321	-0.1656543	0.1307697	-0.1532017	0.0984928	-0.141002	0.0578599	-0.1305386	0.0140437	-0.1225151	-0.0349543	-0.110875	-0.0839828	-0.0829481	-0.1227333	-0.0958747	0.1446445	0.0557979	0.0694194	0.0419748	0.0723819	0.0158164	0.0681144	-0.0047674	0.0430797	0.0569378	-0.0059163	0.1086835	-0.0386246	0.1981621	-0.0821538	0.208094	-0.0767525	0.2021159	-0.0913517	-0.1571195	0.1093561	-0.1472513	0.0782786	-0.1360169	0.0424917	-0.1250135	-0.0078975	-0.1160275	-0.0605939	-0.0990663	-0.1088646	-0.1153586	0.15421	-0.0760204	0.1480768	-0.0368532	0.136592	0.001363	0.120962	0.0369312	0.0990253	0.0706248	0.0723127	0.1031222	0.0433299	0.1343564	0.0127367	0.1640673	-0.0189114	0.1911575	-0.0499829	-0.0589503	-0.1258979	-0.0328767	-0.1211843	-0.0070623	-0.1157996	0.0188561	-0.1113027	0.0447559	-0.1070978	0.0709017	-0.1039808	0.0971864	-0.1011642	0.1235618	-0.1000477	0.1495112	-0.0997189	0.1755573	-0.0990966
108	PB13-0178	M	Morpho	theseus	16.35521	can	23	-0.1553514	0.1535318	-0.1655493	0.131101	-0.1548849	0.0995031	-0.1435792	0.0553511	-0.1352129	0.0111957	-0.1222059	-0.0386932	-0.1100653	-0.0886604	-0.087533	-0.1211912	-0.08704	0.1430566	0.0583954	0.0697479	0.0476667	0.0713611	0.0238837	0.0678944	-0.0069715	0.0405452	0.0537486	-0.0044665	0.1080644	-0.0374672	0.1979045	-0.0823356	0.2068042	-0.0770688	0.201445	-0.0916962	-0.1569928	0.1089322	-0.1475186	0.077901	-0.1388762	0.0418627	-0.1279002	-0.0091493	-0.1165364	-0.0608728	-0.1004521	-0.1099983	-0.115245	0.1529003	-0.0759847	0.1469663	-0.0365953	0.1365849	0.0013268	0.12039	0.0373114	0.098989	0.0717664	0.0732133	0.1044204	0.0444155	0.1350918	0.0132049	0.1643923	-0.0188778	0.191104	-0.0502911	-0.0588618	-0.1238984	-0.0331575	-0.1187241	-0.0072364	-0.1138931	0.018637	-0.1091266	0.0446861	-0.1052174	0.0708514	-0.1021603	0.0972488	-0.0993961	0.1237214	-0.0986718	0.149661	-0.0985011	0.1756192	-0.0982907
