ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58
837	PB13.1006	M	Morpho	helenor	11.41595	under	8	0.1534012	0.0274983	0.1582802	-0.0207668	0.1428818	-0.0807084	0.1124201	-0.1424846	0.0789148	-0.2118044	0.0184569	-0.2705919	-0.0656172	-0.285411	-0.1797238	0.1545542	-0.1608811	0.1389128	-0.191965	0.1176613	-0.0826934	0.0880303	-0.0692598	0.0720225	-0.1386755	0.0297023	-0.0886271	-0.0127553	0.1477483	-0.0496929	0.1206324	-0.1129984	0.0903407	-0.1719551	0.0474853	-0.2327787	-0.0173218	-0.2727799	0.1334432	0.0528095	0.1058208	0.0744415	0.0762304	0.0940943	0.045348	0.1118628	0.0131423	0.1278341	-0.0207028	0.1410054	-0.055422	0.1500719	-0.0898302	0.1571958	-0.1243793	0.1616631	-0.1594474	0.1653671
838	PB13.1007	M	Morpho	helenor	12.2291	under	8	0.14904	0.0268945	0.1596799	-0.0250233	0.1420019	-0.0789566	0.1139972	-0.1438982	0.0807305	-0.2081313	0.0193188	-0.2665342	-0.0625867	-0.2835588	-0.1826814	0.1570587	-0.1630386	0.1436962	-0.19695	0.1240479	-0.0791704	0.0862226	-0.0630832	0.0671031	-0.1420645	0.0363335	-0.0847933	-0.0139149	0.1498231	-0.0494866	0.124516	-0.1153635	0.0941344	-0.1739279	0.0477034	-0.2332183	-0.0171208	-0.2718594	0.129745	0.0493088	0.1029237	0.071146	0.0742157	0.0914898	0.0442499	0.1103287	0.0124232	0.1269696	-0.0218874	0.1384298	-0.0561145	0.1484481	-0.0902735	0.156369	-0.124607	0.162894	-0.1601311	0.1671324
839	PB13.1008	M	Morpho	helenor	10.77653	under	8	0.1549251	0.0250947	0.1586162	-0.0283807	0.140265	-0.081471	0.1121307	-0.1459871	0.0769214	-0.2111712	0.0181651	-0.2674528	-0.0573473	-0.2780637	-0.1821151	0.1543267	-0.1627559	0.1398105	-0.1991166	0.1155041	-0.082233	0.0864702	-0.068864	0.0721749	-0.1426928	0.0296839	-0.0895075	-0.0124207	0.1484091	-0.0490797	0.1214999	-0.114162	0.092088	-0.1728554	0.0466548	-0.2318465	-0.0176697	-0.2705189	0.1352354	0.0536453	0.107536	0.075668	0.0776721	0.0952656	0.0463599	0.1126288	0.0133832	0.12716	-0.020726	0.13899	-0.0549516	0.1489967	-0.089007	0.1575598	-0.123565	0.1635493	-0.1593105	0.1668809
840	PB13.1009	M	Morpho	helenor	11.95931	under	8	0.1512942	0.0268212	0.1600838	-0.0271151	0.1389712	-0.083423	0.1092436	-0.1432017	0.0721045	-0.2117013	0.0188707	-0.2685564	-0.054069	-0.2795088	-0.1845201	0.1524178	-0.1603309	0.1379621	-0.1970161	0.1171116	-0.0798514	0.0851722	-0.0636025	0.067466	-0.1374812	0.0291626	-0.084779	-0.0162996	0.1492421	-0.0498192	0.1201657	-0.1140995	0.088442	-0.172391	0.0478315	-0.2347994	-0.0187324	-0.272691	0.1331635	0.0522773	0.1068923	0.0756678	0.0776672	0.0965103	0.0464335	0.1146372	0.0135925	0.1303602	-0.0207039	0.1432806	-0.055591	0.1530912	-0.0904092	0.1602613	-0.1255883	0.1652436	-0.1613235	0.1661628
841	PB13.1010	M	Morpho	helenor	12.50476	under	8	0.1474018	0.0309575	0.1576324	-0.022937	0.1434482	-0.0804672	0.1121451	-0.1523401	0.0783483	-0.2180238	0.0168277	-0.2685202	-0.0633598	-0.2762533	-0.1798298	0.1500076	-0.1588688	0.1358991	-0.19115	0.1120669	-0.0870588	0.0912551	-0.0725457	0.0767228	-0.1372026	0.0340147	-0.0855424	-0.0076894	0.1483793	-0.0502338	0.1239216	-0.1153443	0.0950464	-0.17465	0.0487113	-0.235828	-0.0187446	-0.2711932	0.1302987	0.0502284	0.1057877	0.0748354	0.077411	0.0963874	0.0460615	0.114107	0.013369	0.1294948	-0.0204782	0.1427299	-0.0551954	0.1534164	-0.0903485	0.1584432	-0.1250111	0.1608771	-0.1594544	0.1620368
842	PB13.1033	F	Morpho	helenor	12.0305	under	8	0.1539069	0.0347867	0.1639054	-0.0231826	0.1430078	-0.0804545	0.109105	-0.1448459	0.0725622	-0.21326	0.0206282	-0.2688596	-0.0599808	-0.2870573	-0.1837192	0.1566074	-0.16091	0.1444239	-0.1943223	0.1219211	-0.080148	0.0890036	-0.067679	0.0752396	-0.1352774	0.0340481	-0.0825234	-0.0109139	0.1508136	-0.049577	0.1223817	-0.1138872	0.0880362	-0.1710182	0.0465388	-0.2321021	-0.0172131	-0.2728861	0.135125	0.0550452	0.1054097	0.0742183	0.0737007	0.090097	0.0422374	0.1067426	0.0103914	0.122756	-0.0228693	0.1359731	-0.0571084	0.1454283	-0.0909943	0.1540288	-0.1249226	0.1617674	-0.1600823	0.1659571
843	PB13.1034	F	Morpho	helenor	12.45994	under	8	0.1492117	0.0266075	0.1583988	-0.0232594	0.1447678	-0.0772457	0.116581	-0.14277	0.079878	-0.216008	0.0238701	-0.258612	-0.0636426	-0.2868462	-0.180948	0.1561478	-0.1585941	0.1412876	-0.1929054	0.1229686	-0.0862185	0.0906983	-0.0716415	0.0749839	-0.1383109	0.0379911	-0.0943458	-0.0018754	0.1500518	-0.0510861	0.1250707	-0.1163725	0.0933313	-0.174277	0.0475745	-0.2357852	-0.0164749	-0.2739127	0.1315258	0.0503547	0.1047541	0.0724041	0.0750614	0.0915058	0.0437307	0.1080558	0.011302	0.1228311	-0.022372	0.1350049	-0.0563049	0.1453487	-0.0901454	0.1538363	-0.1240816	0.1609108	-0.159124	0.1671131
844	PB13.1035	F	Morpho	helenor	12.01541	under	8	0.1519017	0.0321483	0.1587826	-0.0179266	0.1429575	-0.0794076	0.1134127	-0.1411829	0.0758615	-0.2172462	0.0181819	-0.2718584	-0.06671	-0.2837004	-0.1823317	0.1566703	-0.1603846	0.1436504	-0.1931389	0.1215929	-0.080031	0.0908003	-0.068478	0.0772006	-0.1311326	0.0322997	-0.0784125	-0.0123081	0.1479308	-0.0493568	0.1216755	-0.113427	0.0920164	-0.172698	0.0491346	-0.2347305	-0.0174023	-0.2748878	0.1331451	0.0533242	0.1046075	0.0737598	0.0738398	0.0913231	0.0423245	0.1076324	0.0100836	0.1228572	-0.0234165	0.1355673	-0.0573143	0.146219	-0.0911549	0.1550538	-0.1253232	0.1619774	-0.1606251	0.1666536
845	PB13.1036	F	Morpho	helenor	11.90598	under	8	0.1483171	0.0264088	0.1535336	-0.025223	0.139998	-0.080003	0.1110344	-0.1398885	0.0772208	-0.2100426	0.0273344	-0.2706162	-0.0617041	-0.296138	-0.1830053	0.1572859	-0.1605982	0.1443904	-0.1935089	0.1210365	-0.0776808	0.090687	-0.0661078	0.076257	-0.1329827	0.0372119	-0.0825018	-0.0084439	0.1456227	-0.0487772	0.1200345	-0.112227	0.0881035	-0.1703172	0.0510836	-0.2340207	-0.01349	-0.2794332	0.129549	0.0496509	0.1038013	0.0723733	0.0738477	0.0907445	0.0430712	0.1081715	0.0111636	0.124005	-0.0220106	0.1376692	-0.055795	0.1489774	-0.0898076	0.1579589	-0.1243419	0.1635368	-0.1601806	0.1687656
846	PB13.1037	F	Morpho	helenor	12.37267	under	8	0.1558111	0.0197789	0.1619268	-0.0267886	0.1479508	-0.088572	0.112561	-0.1466595	0.0785859	-0.2090463	0.0232961	-0.2610094	-0.0610887	-0.2756493	-0.1882551	0.1538786	-0.16486	0.1396402	-0.1987218	0.1161778	-0.083516	0.0871065	-0.0695391	0.0724798	-0.1386383	0.0342433	-0.0869656	-0.0090027	0.1532186	-0.0517083	0.1252531	-0.1150249	0.0910422	-0.1727697	0.0452154	-0.2310909	-0.0182017	-0.2667567	0.1305296	0.0496268	0.1040395	0.0719952	0.0752258	0.0923856	0.0454662	0.1119338	0.0124147	0.1264899	-0.0211749	0.1401115	-0.0557922	0.1497427	-0.0901323	0.1577907	-0.1248923	0.1636322	-0.1607586	0.1670647
847	PB13.1038	F	Morpho	helenor	12.3399	under	8	0.1547196	0.0176352	0.1615922	-0.0287438	0.1473165	-0.0841564	0.1180344	-0.1395769	0.0826786	-0.203728	0.02145	-0.2679132	-0.0664781	-0.2756021	-0.1857862	0.154774	-0.1656318	0.1407347	-0.1974619	0.1177922	-0.0863419	0.0912531	-0.0737336	0.0778	-0.1364869	0.0303218	-0.0874453	-0.0114913	0.1512653	-0.0510598	0.123986	-0.1148391	0.0897643	-0.1719175	0.047421	-0.2328052	-0.018457	-0.2705947	0.130233	0.0491725	0.1045918	0.0721409	0.0756591	0.0921728	0.044761	0.1096364	0.0127109	0.1255921	-0.0210009	0.1383953	-0.0550021	0.1493774	-0.0892643	0.1578118	-0.1239774	0.1622305	-0.1591163	0.1655871
848	PB13.1039	F	Morpho	helenor	12.24307	under	8	0.1481404	0.0341985	0.1608941	-0.0235192	0.1437834	-0.0866542	0.1151223	-0.1491732	0.079046	-0.2128285	0.0173893	-0.267232	-0.0639357	-0.2741424	-0.1807059	0.1542219	-0.1599796	0.140307	-0.1962866	0.1197861	-0.0849912	0.0925863	-0.0678801	0.0728493	-0.1361112	0.0356802	-0.090112	-0.0047816	0.1532358	-0.0513638	0.1262035	-0.1163849	0.095456	-0.1751573	0.0466045	-0.2332309	-0.01916	-0.2721982	0.1320833	0.0522091	0.1053426	0.0748522	0.075298	0.0938972	0.0442403	0.1113498	0.0114981	0.1259943	-0.0223387	0.1383773	-0.0567892	0.1474089	-0.0910854	0.1538914	-0.125372	0.1582974	-0.1595902	0.1607592
849	PB13.1040	F	Morpho	helenor	12.48746	under	8	0.1516624	0.0416801	0.1648057	-0.019788	0.1480553	-0.0771027	0.1138383	-0.1424245	0.0692373	-0.2171701	0.0106657	-0.2708714	-0.0688617	-0.2800931	-0.1781076	0.1535327	-0.1575485	0.1391887	-0.1889232	0.1166437	-0.0836562	0.0894724	-0.0670725	0.0709791	-0.1371865	0.0319923	-0.0845146	-0.0160356	0.152053	-0.0508917	0.1248154	-0.1156402	0.091183	-0.1730569	0.0473902	-0.2347169	-0.0196905	-0.2730138	0.1354983	0.057349	0.1054513	0.0760571	0.0744768	0.093478	0.0430984	0.1102318	0.0106844	0.1253985	-0.0230506	0.1378898	-0.0571737	0.1480939	-0.0913465	0.155686	-0.1256962	0.1609526	-0.1600872	0.1621792
850	PB13.1041	F	Morpho	helenor	12.3079	under	8	0.1519587	0.0305599	0.156543	-0.0183801	0.1451824	-0.0790867	0.1207307	-0.1476545	0.07787	-0.2180189	0.0139323	-0.2668617	-0.0685246	-0.277737	-0.1815449	0.15385	-0.1616068	0.1402362	-0.1934967	0.1193615	-0.0858008	0.0915805	-0.0717897	0.07643	-0.1362093	0.0345229	-0.0864657	-0.012397	0.1465855	-0.0504163	0.1254096	-0.1160861	0.0971515	-0.1757866	0.0471565	-0.2338723	-0.0187541	-0.267962	0.1345652	0.0539395	0.1068207	0.0758579	0.0759259	0.0936673	0.0444225	0.1101229	0.0117708	0.1246124	-0.0221273	0.1362768	-0.0563491	0.145575	-0.090295	0.1535174	-0.1242235	0.1603945	-0.1588378	0.1637547
851	PB13.1042	F	Morpho	helenor	12.64809	under	8	0.1582211	0.0316153	0.1631621	-0.0270245	0.1423806	-0.0812851	0.1118441	-0.1453679	0.0736514	-0.2138802	0.014614	-0.2647448	-0.0653766	-0.2818098	-0.1864812	0.1515938	-0.1654321	0.1367759	-0.1942377	0.1163972	-0.0794669	0.0829525	-0.069709	0.0726414	-0.1377931	0.0328299	-0.084391	-0.0114078	0.1508391	-0.0502722	0.1210583	-0.1146733	0.0889592	-0.1725701	0.0430879	-0.2304342	-0.0188225	-0.2689412	0.1389909	0.0569357	0.1107564	0.0800261	0.0783814	0.0974694	0.0459273	0.1130269	0.0129191	0.1276883	-0.0214274	0.1395773	-0.0562224	0.1481815	-0.090771	0.1541443	-0.1251444	0.159152	-0.1595175	0.1614037
852	PB13.1055	M	Morpho	helenor	11.28058	under	8	0.1505454	0.0305838	0.1595633	-0.0209128	0.1464783	-0.0847741	0.117296	-0.148492	0.0761596	-0.2124372	0.0164483	-0.2661413	-0.0614363	-0.2787279	-0.1841065	0.1559448	-0.1598528	0.1411973	-0.195019	0.1200802	-0.0837102	0.0863963	-0.0653709	0.0671729	-0.136589	0.029284	-0.084772	-0.0168944	0.1482823	-0.0506239	0.1258337	-0.1161471	0.0938658	-0.1744275	0.0444078	-0.2308676	-0.0193752	-0.2671833	0.1324959	0.0528338	0.1042214	0.0735758	0.0745825	0.0930691	0.0437578	0.1108234	0.0113288	0.1261392	-0.0224385	0.1387272	-0.0562684	0.1501048	-0.0903294	0.1592295	-0.1251468	0.165544	-0.1608518	0.1669229
853	PB13.1056	M	Morpho	helenor	11.55828	under	8	0.1531859	0.011922	0.1574963	-0.0382509	0.1404734	-0.0903403	0.1115577	-0.1485159	0.0757635	-0.2066213	0.0276861	-0.2563372	-0.0441119	-0.2733902	-0.1910704	0.1528275	-0.1672046	0.1424206	-0.2009777	0.1172893	-0.0890433	0.087425	-0.0739117	0.0707862	-0.1398883	0.0271915	-0.0881211	-0.0133358	0.1491573	-0.050725	0.123888	-0.1160359	0.090719	-0.1733274	0.044828	-0.2313313	-0.0183266	-0.2659585	0.134118	0.0511266	0.1077089	0.0739756	0.0788115	0.0948494	0.048175	0.113797	0.0151029	0.1293751	-0.0193229	0.1415447	-0.0537265	0.1524735	-0.0884672	0.1601387	-0.1235248	0.1663549	-0.1609744	0.1706723
854	PB13.1057	M	Morpho	helenor	11.4384	under	8	0.1427186	0.034602	0.1571654	-0.0203808	0.1433799	-0.0791417	0.1130839	-0.1498526	0.0732887	-0.2165238	0.0172472	-0.2695137	-0.0590643	-0.2783472	-0.1804241	0.1548003	-0.1590688	0.1393507	-0.1936052	0.1137471	-0.0848648	0.0888428	-0.0706864	0.0761014	-0.1371578	0.0314646	-0.0800398	-0.0185527	0.1478428	-0.0508007	0.1249317	-0.116384	0.0937214	-0.1746582	0.0480304	-0.2349104	-0.0192573	-0.2721107	0.1313937	0.0507671	0.1056043	0.0741402	0.0762828	0.0942404	0.0453815	0.1121094	0.0128824	0.1275505	-0.0208508	0.1404399	-0.0547607	0.1520056	-0.0892972	0.1603068	-0.1242146	0.1644107	-0.159663	0.1662973
855	PB13.1058	M	Morpho	helenor	11.94039	under	8	0.156136	0.0186811	0.161998	-0.0310804	0.1449829	-0.0834663	0.1124562	-0.1480638	0.0741191	-0.2069356	0.0225955	-0.2625889	-0.0560138	-0.2786328	-0.1870629	0.1500214	-0.1644138	0.1371883	-0.1961843	0.1137619	-0.0872125	0.0875856	-0.0728836	0.0738805	-0.1406221	0.0334312	-0.0865098	-0.0102651	0.151556	-0.0513454	0.1259625	-0.117004	0.0886937	-0.1720262	0.0430194	-0.2299664	-0.0188749	-0.2671258	0.1330091	0.0511583	0.1072136	0.0747336	0.0775978	0.0948339	0.0467243	0.1131671	0.0139836	0.1289758	-0.020446	0.1411179	-0.0550406	0.1510597	-0.089641	0.1586147	-0.1245861	0.1637916	-0.1605561	0.166498
856	PB13.1059	M	Morpho	helenor	11.96234	under	8	0.1434802	0.0336246	0.1562442	-0.0268529	0.1421426	-0.0845207	0.1143362	-0.1556829	0.0735108	-0.2183908	0.0225136	-0.2648677	-0.0506663	-0.2773576	-0.1798073	0.1552715	-0.1602852	0.1389363	-0.1931557	0.1180977	-0.0866435	0.0917346	-0.0705979	0.0743631	-0.1380655	0.0377762	-0.0835647	-0.0076681	0.1476183	-0.0502341	0.125968	-0.1166112	0.0931108	-0.1739971	0.0482451	-0.2349412	-0.0182717	-0.2724453	0.1305796	0.0505545	0.1036537	0.0725349	0.0752019	0.0935347	0.0443673	0.1113267	0.012317	0.127437	-0.0211106	0.1415164	-0.055746	0.1515148	-0.090363	0.158203	-0.1249998	0.1626905	-0.1600122	0.164453
857	PB13.1060	M	Morpho	helenor	11.31735	under	8	0.1522956	0.0296604	0.1580683	-0.0231786	0.1426875	-0.0806346	0.112922	-0.1464489	0.0750745	-0.2143489	0.0153081	-0.26806	-0.0614221	-0.2778954	-0.1815411	0.1521506	-0.1596088	0.137948	-0.1979112	0.1106899	-0.0876539	0.0846094	-0.0724164	0.0670938	-0.1363452	0.017401	-0.0891475	-0.0232161	0.1426584	-0.0492935	0.1196482	-0.1139642	0.0892964	-0.1720593	0.0454304	-0.2319573	-0.0190186	-0.2696382	0.1358928	0.0534453	0.1093924	0.0769386	0.0801123	0.0976919	0.049447	0.1167591	0.0164089	0.132461	-0.0178812	0.1454462	-0.0527712	0.155424	-0.0877777	0.1624411	-0.1230556	0.1657844	-0.1580924	0.1647505
858	PB13.1061	M	Morpho	helenor	11.14884	under	8	0.1471092	0.0334529	0.156701	-0.0216059	0.140617	-0.0791868	0.1127035	-0.1404937	0.0759861	-0.2177844	0.0163091	-0.2722789	-0.0633153	-0.2838857	-0.1783811	0.1534395	-0.1592717	0.1398072	-0.1902351	0.1189737	-0.0858804	0.0920453	-0.0686266	0.0754773	-0.1384625	0.031699	-0.0813908	-0.0156993	0.1456359	-0.049078	0.1213862	-0.1139688	0.0928993	-0.1732611	0.0489446	-0.23517	-0.0179105	-0.2767768	0.132782	0.0525221	0.106135	0.0752501	0.0767758	0.0953205	0.0460219	0.1135616	0.0130767	0.1283056	-0.0211301	0.1399584	-0.0556571	0.1487524	-0.0899074	0.15559	-0.1241209	0.1612166	-0.1587937	0.1638171
859	PB13.1062	M	Morpho	helenor	11.85568	under	8	0.1424199	0.0342536	0.1584453	-0.0298549	0.140991	-0.090755	0.1108672	-0.1484171	0.0764692	-0.2154613	0.0181131	-0.2716012	-0.0544357	-0.2807627	-0.181209	0.1497432	-0.1556567	0.1391832	-0.189871	0.1149927	-0.0818273	0.0896282	-0.0702897	0.075509	-0.1352618	0.0336167	-0.0823933	-0.012881	0.1485994	-0.0493348	0.1220958	-0.1135108	0.0922756	-0.1728612	0.0469193	-0.2327083	-0.0184341	-0.2741071	0.1289358	0.0507366	0.1052315	0.0760464	0.0770087	0.0981516	0.0454495	0.1159937	0.0122252	0.1303951	-0.0217911	0.1430303	-0.0563977	0.1530389	-0.0911568	0.1601013	-0.1260774	0.1634327	-0.1612448	0.1644023
860	PB13.1063	M	Morpho	helenor	12.09193	under	8	0.1464126	0.0294375	0.1577884	-0.021782	0.1405787	-0.0794225	0.1139042	-0.149674	0.0779336	-0.2122308	0.0127694	-0.2679008	-0.0723182	-0.2755763	-0.1827781	0.1493543	-0.1624116	0.1354446	-0.1947034	0.1086284	-0.0820469	0.0865659	-0.0672195	0.0716955	-0.1397344	0.0249777	-0.0848325	-0.0179243	0.1485387	-0.0498055	0.124767	-0.1160358	0.0937657	-0.1739738	0.0481901	-0.2347712	-0.0190389	-0.2700989	0.1324878	0.0518334	0.1084067	0.0768476	0.0802774	0.0991648	0.0492298	0.1184142	0.0155876	0.1336276	-0.0193663	0.1450879	-0.0544579	0.1534373	-0.0892293	0.1593254	-0.1240135	0.1627557	-0.1584873	0.1625983
861	PB13.1064	M	Morpho	helenor	12.09393	under	8	0.1518501	0.021907	0.1593906	-0.0276334	0.1408368	-0.0795614	0.1116155	-0.14345	0.0798427	-0.2105634	0.0217299	-0.2692269	-0.0579707	-0.2851025	-0.1833771	0.1535867	-0.1625995	0.139337	-0.1958266	0.1155202	-0.0841772	0.0853933	-0.0701282	0.0678857	-0.1392023	0.0316741	-0.0856657	-0.016147	0.1453567	-0.0485789	0.1167218	-0.1126312	0.0881649	-0.1720079	0.0430938	-0.2294387	-0.0174907	-0.2735464	0.1330469	0.0512064	0.1073409	0.0746958	0.0793937	0.0967768	0.0484071	0.1156642	0.0150415	0.1306909	-0.0193733	0.1430055	-0.0542087	0.1524394	-0.088943	0.1593218	-0.1238001	0.1633594	-0.1590696	0.1654234
862	PB13.1085	F	Morpho	helenor	11.97571	under	8	0.1558169	0.029215	0.1658367	-0.0265921	0.1436758	-0.0812057	0.1142646	-0.1398256	0.0751721	-0.2107624	0.0193341	-0.2674725	-0.0624303	-0.2809629	-0.1803582	0.1554788	-0.1578632	0.1431562	-0.195089	0.1212323	-0.091547	0.0932045	-0.0768513	0.0770232	-0.1373751	0.0357611	-0.085785	-0.0088474	0.1540347	-0.0504074	0.1242797	-0.1147219	0.0931081	-0.1731544	0.0470788	-0.232003	-0.0174832	-0.2734431	0.1331644	0.0527889	0.1043077	0.0724183	0.0736771	0.089962	0.04277	0.1070861	0.0105551	0.1218765	-0.0230229	0.1341159	-0.0562537	0.1462814	-0.0899781	0.1550609	-0.1241731	0.1609336	-0.1588657	0.1638036
863	PB13.1086	F	Morpho	helenor	12.52583	under	8	0.1520049	0.0278102	0.1587038	-0.0242357	0.1419666	-0.0771427	0.1128117	-0.1418787	0.0745446	-0.2118567	0.0186167	-0.2716429	-0.0636875	-0.2913428	-0.1784371	0.1544042	-0.1617144	0.1400282	-0.1928684	0.1180469	-0.082293	0.0902239	-0.0679789	0.0743306	-0.1361643	0.0355348	-0.0820894	-0.0146608	0.146807	-0.048808	0.1189189	-0.1128712	0.0883429	-0.1709058	0.0452702	-0.2306687	-0.0160687	-0.277763	0.1331396	0.0530291	0.1067029	0.0761839	0.0770711	0.0962167	0.045716	0.1136761	0.0125515	0.1279371	-0.0217577	0.1390945	-0.0560309	0.1488692	-0.0902968	0.1561866	-0.1247415	0.1610897	-0.1590396	0.1611152
864	PB13.1087	F	Morpho	helenor	12.70823	under	8	0.1509258	0.0278707	0.1611981	-0.0302264	0.1434836	-0.0862097	0.1141921	-0.147968	0.0705791	-0.2133143	0.0243031	-0.2670573	-0.0492542	-0.2755783	-0.1840628	0.1563306	-0.1622754	0.1429328	-0.1918283	0.1187211	-0.0880636	0.090673	-0.07536	0.077652	-0.1414535	0.040414	-0.0813222	-0.012053	0.1520969	-0.0508652	0.1242085	-0.1155672	0.0909918	-0.1727186	0.0481025	-0.2334766	-0.0187216	-0.2695935	0.1318846	0.0511726	0.10558	0.0741075	0.0749663	0.0921929	0.0436098	0.1089202	0.0109291	0.1233811	-0.0226763	0.1360689	-0.0564818	0.1471965	-0.0903942	0.1560619	-0.124669	0.1630297	-0.1604884	0.1679024
865	PB13.1088	F	Morpho	helenor	13.04971	under	8	0.151911	0.0307768	0.1611391	-0.0244968	0.14962	-0.0805179	0.1189599	-0.1461675	0.0788705	-0.2166511	0.0142463	-0.2688734	-0.0669061	-0.2729736	-0.1818477	0.1543199	-0.1635364	0.1387556	-0.198656	0.1200688	-0.0879242	0.087516	-0.0772894	0.0743311	-0.1393292	0.0395013	-0.0826514	-0.0083254	0.1515596	-0.0515912	0.1256951	-0.1160182	0.0935729	-0.1738878	0.0466519	-0.233191	-0.0194995	-0.2640351	0.1348269	0.053501	0.1067771	0.0749346	0.0764755	0.093611	0.0449835	0.1101598	0.0121332	0.1242131	-0.0218025	0.1357182	-0.0559544	0.1452167	-0.0898299	0.1532255	-0.1239701	0.15838	-0.1582261	0.1624993
866	PB13.1089	F	Morpho	helenor	13.06107	under	8	0.1442831	0.0345444	0.1562176	-0.0285651	0.1454835	-0.087198	0.1132023	-0.1525876	0.0750856	-0.2143341	0.022119	-0.2658065	-0.0569804	-0.2750619	-0.180561	0.1547879	-0.1601101	0.1411772	-0.1930618	0.1194664	-0.0872568	0.0900256	-0.0704174	0.0708533	-0.1336964	0.0339787	-0.084236	-0.0084147	0.1505888	-0.0512282	0.1278965	-0.1169867	0.0924695	-0.1734457	0.0483136	-0.2345709	-0.0189722	-0.27242	0.130357	0.0511773	0.1047502	0.0748252	0.0751645	0.0946196	0.0436622	0.1113118	0.0113589	0.1268334	-0.0221076	0.1404934	-0.0564693	0.1507077	-0.0908406	0.1587936	-0.1256509	0.162819	-0.1605918	0.1642048
867	PB13.1090	F	Morpho	helenor	12.78678	under	8	0.1457978	0.0312337	0.1588777	-0.0263865	0.1449347	-0.0823342	0.1137825	-0.151006	0.0749917	-0.2144254	0.0180522	-0.2657043	-0.0580532	-0.2753907	-0.1808735	0.1565443	-0.1600112	0.1385539	-0.1957048	0.1155556	-0.0871395	0.088233	-0.0698779	0.0674336	-0.140215	0.0278001	-0.0890527	-0.0180331	0.1474984	-0.0503176	0.1240575	-0.1155012	0.0929914	-0.1737381	0.0455801	-0.2316752	-0.0186902	-0.2702896	0.1314398	0.0507673	0.1078309	0.0761678	0.078993	0.0977044	0.0473499	0.1153334	0.0142551	0.1300679	-0.0199082	0.1426262	-0.054773	0.1516344	-0.0893885	0.1576944	-0.1238783	0.1623078	-0.1588667	0.1651441
868	PB13.1095	F	Morpho	helenor	10.72148	under	8	0.1555013	0.0167396	0.159614	-0.031329	0.140723	-0.0876783	0.109718	-0.1455431	0.078019	-0.2164548	0.0293408	-0.2658097	-0.0463105	-0.2710265	-0.1959555	0.1609233	-0.1637001	0.1464315	-0.1984501	0.1254115	-0.0842869	0.0907838	-0.0699954	0.0736646	-0.1329047	0.0329918	-0.0779345	-0.0165132	0.1495613	-0.0495884	0.1202163	-0.1128281	0.0902704	-0.1728283	0.0495756	-0.2355254	-0.0187861	-0.2647153	0.1295604	0.0491221	0.1037181	0.0719608	0.074634	0.0918309	0.0432338	0.1084173	0.0105865	0.1230701	-0.0227551	0.1366119	-0.056627	0.1478676	-0.090546	0.1571517	-0.1248144	0.1649022	-0.1612063	0.1719594
869	PB13.1096	F	Morpho	helenor	10.50527	under	8	0.1607289	0.0236457	0.1656835	-0.0294234	0.145421	-0.0854044	0.112046	-0.1472415	0.075766	-0.21125	0.0175078	-0.2626665	-0.0661654	-0.2653196	-0.1924074	0.1513415	-0.1691404	0.1376225	-0.2027711	0.1134574	-0.0818177	0.0838737	-0.0672774	0.0677261	-0.1394681	0.0221718	-0.0908214	-0.0184433	0.1517456	-0.0512895	0.1223194	-0.1150685	0.0889212	-0.1727408	0.0423593	-0.2295635	-0.0197547	-0.2611627	0.1396681	0.0557171	0.1121042	0.0794338	0.0806704	0.0988036	0.0478739	0.1147641	0.0142049	0.1283624	-0.0202078	0.139803	-0.0546647	0.1500593	-0.0893869	0.156186	-0.1239365	0.161025	-0.1592008	0.1655808
870	PB13.1097	F	Morpho	helenor	12.39814	under	8	0.1482176	0.0369736	0.1614156	-0.0251775	0.1477064	-0.0833341	0.1155903	-0.1484961	0.0765086	-0.2169292	0.0190433	-0.2666142	-0.0670842	-0.2777223	-0.1796979	0.1553822	-0.1576252	0.1395479	-0.1935765	0.1180626	-0.0876226	0.0899667	-0.0744536	0.0770118	-0.1374041	0.0352528	-0.082739	-0.0130474	0.1507552	-0.0506258	0.12527	-0.115336	0.0924357	-0.1729348	0.0465916	-0.2326581	-0.0186805	-0.27036	0.1338489	0.0541382	0.1054935	0.0750221	0.0751426	0.0934621	0.0435784	0.1097216	0.0111013	0.1245279	-0.0226084	0.136768	-0.0565163	0.1473284	-0.0905097	0.1553863	-0.1247578	0.1612102	-0.1594232	0.1634729
