ID	Individual	sex	genus	species	size	flight	node	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	ProcCoord39	ProcCoord40	ProcCoord41	ProcCoord42	ProcCoord43	ProcCoord44	ProcCoord45	ProcCoord46	ProcCoord47	ProcCoord48	ProcCoord49	ProcCoord50	ProcCoord51	ProcCoord52	ProcCoord53	ProcCoord54	ProcCoord55	ProcCoord56	ProcCoord57	ProcCoord58
871	PB13.1098	F	Morpho	helenor	12.89188	under	8	0.1515577	0.0118067	0.1582391	-0.0399444	0.1434082	-0.0884924	0.1224912	-0.1407665	0.0897027	-0.2075246	0.0310002	-0.2628991	-0.0523906	-0.2650766	-0.1878387	0.1620202	-0.1716682	0.1447622	-0.2035111	0.1261144	-0.0876307	0.0900348	-0.0732137	0.0725064	-0.1367958	0.0391601	-0.0822782	-0.0117481	0.1516932	-0.0518662	0.1257055	-0.1181044	0.0944185	-0.1766055	0.0456419	-0.2339835	-0.0191866	-0.2607035	0.129568	0.0480427	0.1020916	0.0681558	0.0724271	0.0867936	0.0418701	0.1046703	0.0110099	0.1224305	-0.0222629	0.1362142	-0.0563873	0.1472491	-0.0901191	0.1584401	-0.125161	0.1675776	-0.1623808	0.1717362
872	PB13.1136	M	Morpho	helenor	10.79646	under	8	0.1502171	0.0222329	0.1565148	-0.0287819	0.1440002	-0.0883249	0.1148987	-0.1486839	0.0782338	-0.2145818	0.0230132	-0.2678929	-0.0558487	-0.2762706	-0.1816007	0.1514323	-0.1614514	0.1382595	-0.1946852	0.1164996	-0.0870505	0.0912239	-0.0762786	0.0781409	-0.1405966	0.0356484	-0.0890163	-0.0068831	0.1491408	-0.050687	0.125076	-0.1153223	0.0926427	-0.1730171	0.0486159	-0.2338743	-0.0187265	-0.2659263	0.1297373	0.0497182	0.104451	0.0730506	0.076053	0.093974	0.0461757	0.1131645	0.014693	0.1313288	-0.0201551	0.143256	-0.0549617	0.1527994	-0.0898731	0.1582145	-0.1245803	0.1613664	-0.1586384	0.159936
873	PB13.1137	M	Morpho	helenor	11.77009	under	8	0.1507313	0.0321888	0.1564264	-0.0134647	0.1478084	-0.078105	0.1148484	-0.1472408	0.0732468	-0.2200512	0.0153183	-0.2731167	-0.0675109	-0.2804077	-0.1768494	0.1518513	-0.1546546	0.1385029	-0.1892813	0.1148682	-0.0842992	0.0873598	-0.0725438	0.0735601	-0.1355807	0.0305526	-0.0884095	-0.0108512	0.1468986	-0.050812	0.1236736	-0.1145122	0.0912369	-0.1721823	0.0483371	-0.2343404	-0.018908	-0.2736686	0.1342814	0.0550096	0.1055206	0.0757103	0.0752833	0.0944392	0.0444081	0.1121408	0.0123468	0.1283574	-0.0214547	0.141525	-0.0559213	0.1513805	-0.0904031	0.1595991	-0.1253232	0.1615525	-0.1592264	0.1601544
874	PB13.1138	M	Morpho	helenor	11.23806	under	8	0.1488229	0.0183129	0.1561567	-0.0343675	0.1419009	-0.0886673	0.1160172	-0.1484962	0.0837657	-0.2123157	0.0264255	-0.2653219	-0.0496218	-0.2772861	-0.1824692	0.1537364	-0.1635813	0.1408217	-0.1972002	0.1186856	-0.0921294	0.0945878	-0.0733151	0.0765657	-0.1356315	0.0345055	-0.087875	-0.0077476	0.1451982	-0.0496041	0.1235372	-0.1155112	0.0930352	-0.1739045	0.0459283	-0.2319035	-0.018227	-0.2677908	0.128841	0.048464	0.1041848	0.0720053	0.0764815	0.093599	0.0459559	0.112131	0.0133973	0.1278462	-0.020748	0.1400438	-0.0549126	0.1508774	-0.0893608	0.1590673	-0.1242418	0.1642444	-0.1603346	0.1674222
875	PB13.1139	M	Morpho	helenor	11.58665	under	8	0.1439932	0.0399622	0.1600605	-0.0161324	0.1478141	-0.0813097	0.1133169	-0.1581524	0.0722716	-0.2271048	0.0135036	-0.2752593	-0.0700753	-0.2645914	-0.1755686	0.1484545	-0.1553365	0.1364103	-0.1885676	0.1106343	-0.086439	0.0891474	-0.0685457	0.070772	-0.1325021	0.0286459	-0.0824095	-0.0123035	0.1487949	-0.0500768	0.1237366	-0.1146249	0.0937354	-0.1737371	0.0503036	-0.2381565	-0.0217194	-0.2703767	0.1326447	0.0551462	0.1055451	0.0778928	0.0760466	0.0981308	0.0453714	0.1168113	0.0127714	0.1333184	-0.0220095	0.1457417	-0.0573819	0.1538608	-0.0923137	0.1581133	-0.1268778	0.1604192	-0.160163	0.1583644
876	PB13.1140	M	Morpho	helenor	11.17768	under	8	0.1500667	0.034416	0.1593597	-0.0222355	0.1444283	-0.0829695	0.1167317	-0.1538915	0.0769208	-0.218928	0.0145162	-0.2672328	-0.0682667	-0.2712658	-0.1807245	0.1516853	-0.1604832	0.1365674	-0.1937345	0.114003	-0.0831133	0.0875925	-0.0704445	0.0738422	-0.1362473	0.0315392	-0.0874707	-0.0089388	0.1469594	-0.0494481	0.1268679	-0.1163341	0.0966653	-0.1754699	0.0461956	-0.2327603	-0.0194478	-0.2695656	0.1346708	0.0552213	0.1068736	0.0775184	0.0756615	0.0949982	0.0446661	0.1124924	0.0123373	0.1282856	-0.0217255	0.1405704	-0.0561048	0.1504425	-0.0905394	0.1578943	-0.1252233	0.1609841	-0.1593955	0.1609873
877	PB13.1141	M	Morpho	helenor	10.71873	under	8	0.1550045	0.0263983	0.1636004	-0.0193606	0.1479749	-0.0766422	0.1149995	-0.1446941	0.0721326	-0.2184645	0.0158218	-0.2671244	-0.0579468	-0.28063	-0.1795676	0.1519664	-0.1598548	0.1381204	-0.1938851	0.1164591	-0.0911992	0.0871788	-0.078966	0.0753615	-0.138843	0.0353107	-0.0920891	-0.0079132	0.1502174	-0.0511427	0.125506	-0.1164249	0.0911483	-0.1731954	0.0432129	-0.2296581	-0.0185903	-0.2686452	0.1351446	0.0528129	0.1068103	0.073897	0.0772839	0.0937888	0.0456126	0.1103025	0.0129745	0.1251439	-0.0205169	0.1385442	-0.0549543	0.1480864	-0.0891349	0.1559776	-0.1236013	0.1613006	-0.1582949	0.1632461
878	PB13.1142	M	Morpho	helenor	10.84182	under	8	0.1494124	0.0245907	0.1612223	-0.0236635	0.1480905	-0.0828775	0.113165	-0.1480326	0.0751751	-0.2175411	0.0203372	-0.2645956	-0.0548746	-0.2772098	-0.180111	0.1557072	-0.1607924	0.1419633	-0.1989577	0.1169577	-0.0880487	0.0884149	-0.0689293	0.069049	-0.1388374	0.0277355	-0.0850705	-0.019087	0.1482015	-0.050356	0.1242699	-0.1146364	0.0912977	-0.1724639	0.0455317	-0.2312497	-0.0183997	-0.266179	0.1290951	0.048719	0.1034838	0.0718193	0.0753175	0.0928292	0.0447929	0.1109365	0.0138835	0.1292573	-0.0201235	0.1430002	-0.0548522	0.1527883	-0.0893262	0.1611846	-0.1246143	0.1662743	-0.1603387	0.1666649
879	PB13.1143	M	Morpho	helenor	10.97706	under	8	0.1512908	0.0345739	0.164868	-0.0181972	0.14897	-0.0819189	0.1144884	-0.1496105	0.077282	-0.2190443	0.0132622	-0.2689404	-0.0698094	-0.2759092	-0.1767778	0.152216	-0.1562026	0.1377035	-0.1940601	0.1188766	-0.0805541	0.0844492	-0.0690862	0.0725803	-0.1404643	0.034995	-0.0885148	-0.0104325	0.1494071	-0.049949	0.126593	-0.1159604	0.0929805	-0.1733368	0.0467037	-0.2339944	-0.0199029	-0.2669392	0.1338495	0.0555077	0.1054949	0.0768545	0.0746821	0.0947773	0.0435259	0.112036	0.0109302	0.12714	-0.023224	0.1387003	-0.0576039	0.1479338	-0.0917914	0.1552569	-0.1261251	0.1600936	-0.1602114	0.160538
880	PB13.1144	M	Morpho	helenor	11.22893	under	8	0.1506311	0.0227294	0.1607738	-0.0233747	0.1456153	-0.0766817	0.1143547	-0.1432736	0.0771965	-0.2132038	0.0232883	-0.2741547	-0.0670412	-0.2794502	-0.1793858	0.1493012	-0.1612092	0.1361243	-0.1902439	0.1169694	-0.0891287	0.0916811	-0.0747167	0.0776353	-0.1401684	0.039889	-0.0898014	0.0008539	0.1472239	-0.0491665	0.1226606	-0.1140045	0.0906666	-0.1716883	0.050874	-0.2345008	-0.017741	-0.2777204	0.1309748	0.0502015	0.1051282	0.0730009	0.0765311	0.0936231	0.0458239	0.111622	0.0132872	0.1267717	-0.020263	0.1401734	-0.0547467	0.1498495	-0.0891592	0.1573348	-0.1238202	0.1602273	-0.1576045	0.1592313
881	PB13.1145	M	Morpho	helenor	11.36019	under	8	0.148801	0.033415	0.1585099	-0.0250937	0.1395339	-0.0863033	0.1124458	-0.15093	0.0800934	-0.2218585	0.0235524	-0.2706281	-0.0573748	-0.2764984	-0.1791522	0.1540483	-0.157154	0.1394553	-0.1923319	0.118192	-0.0895356	0.0906907	-0.0736574	0.0705252	-0.1352024	0.0326029	-0.0897567	-0.0053978	0.1438308	-0.0481601	0.1193855	-0.1136244	0.092618	-0.1734752	0.0480874	-0.2346443	-0.0188257	-0.269941	0.134767	0.0539585	0.1070076	0.0759908	0.0768462	0.095191	0.045634	0.1126489	0.0128778	0.1278009	-0.0213912	0.139383	-0.0555684	0.1498153	-0.0899342	0.1577574	-0.1246767	0.1619187	-0.1594296	0.1631612
882	PB13.1146	F	Morpho	helenor	13.24036	under	8	0.1520364	0.0210255	0.157892	-0.0259925	0.1454948	-0.0882031	0.1129792	-0.150513	0.0776209	-0.2171771	0.024446	-0.2643191	-0.0517674	-0.2716077	-0.1852931	0.1537912	-0.1626338	0.1397944	-0.1957452	0.1161425	-0.0884093	0.08855	-0.0724073	0.0699902	-0.1401767	0.0388426	-0.0897133	-0.0015895	0.1486886	-0.0513524	0.1249582	-0.1157354	0.0944487	-0.1749668	0.0488043	-0.2356714	-0.0188939	-0.263467	0.1310712	0.049974	0.104514	0.0721738	0.0750761	0.0917678	0.04509	0.1108455	0.0131853	0.1275514	-0.0205148	0.1414644	-0.0552731	0.1517346	-0.0901114	0.1581862	-0.1249147	0.1630014	-0.1604516	0.1657596
883	PB13.1147	F	Morpho	helenor	12.7851	under	8	0.1553135	0.0312797	0.1602337	-0.0214149	0.1459978	-0.0813343	0.1161558	-0.150149	0.0777035	-0.2140827	0.0168621	-0.2658676	-0.071676	-0.2764031	-0.1791928	0.1490314	-0.1598872	0.1368361	-0.1935389	0.1163977	-0.0889547	0.0868749	-0.0788423	0.0756681	-0.1394397	0.0382139	-0.0922872	-0.0065286	0.1503215	-0.0512741	0.1249288	-0.1162087	0.0960079	-0.1758482	0.0452432	-0.2319182	-0.0192139	-0.2676109	0.1367778	0.0551289	0.109438	0.0781681	0.0785108	0.0971186	0.0461577	0.1128826	0.0128392	0.1264503	-0.02141	0.1376157	-0.0557922	0.1467483	-0.0900841	0.153092	-0.1242218	0.1579122	-0.1579506	0.1592219
884	PB13.1148	F	Morpho	helenor	11.01534	under	8	0.1333745	0.0506532	0.1589437	-0.0141711	0.1429264	-0.0796606	0.1098165	-0.1551502	0.0733872	-0.2262122	0.0120834	-0.2751251	-0.069077	-0.2789221	-0.1743651	0.1512563	-0.1550347	0.1393537	-0.1897235	0.1183673	-0.0764959	0.0888374	-0.0646041	0.0736593	-0.1287847	0.0271998	-0.0780593	-0.0221531	0.1466231	-0.0493136	0.1223618	-0.1143951	0.094324	-0.1740775	0.0488617	-0.2372346	-0.0206061	-0.2754596	0.1325786	0.0550119	0.1051215	0.0771704	0.0759668	0.0976723	0.0454941	0.1166709	0.0128049	0.1331873	-0.0221614	0.1446524	-0.0572761	0.1522227	-0.0919441	0.1571812	-0.126431	0.1599679	-0.160105	0.1588106
885	PB13.1149	F	Morpho	helenor	11.87915	under	8	0.1503594	0.036993	0.1588007	-0.0155051	0.1455522	-0.0809011	0.1167685	-0.1466522	0.0808439	-0.2225551	0.009766	-0.2741994	-0.0673044	-0.2791598	-0.1760317	0.1536988	-0.1557027	0.1391042	-0.1917612	0.1166435	-0.0913197	0.0908733	-0.0735998	0.0728254	-0.1321331	0.0339149	-0.0855373	-0.0064785	0.1462396	-0.049878	0.1217376	-0.1139007	0.0942984	-0.1736165	0.048395	-0.2360358	-0.0194056	-0.2695152	0.1341548	0.0546202	0.1058046	0.0755491	0.0752827	0.0937228	0.0446507	0.1117523	0.0122553	0.1271498	-0.0215468	0.1398507	-0.05612	0.1487459	-0.0905755	0.1541123	-0.1249122	0.1578053	-0.1589596	0.1610355
886	PB13.1150	F	Morpho	helenor	11.2913	under	8	0.1538853	0.0128267	0.1577204	-0.0387297	0.1448489	-0.0858806	0.1157793	-0.1485853	0.0824709	-0.2134561	0.0285991	-0.2629195	-0.0484733	-0.2672091	-0.1878379	0.155039	-0.1697509	0.1419688	-0.2028726	0.1215179	-0.089841	0.0929134	-0.080756	0.0836058	-0.1406742	0.0442212	-0.0876316	-0.0018735	0.1516717	-0.051607	0.1230579	-0.1153496	0.0950507	-0.1752655	0.0496155	-0.235897	-0.0184681	-0.2609995	0.1297511	0.04801	0.1065386	0.0727376	0.0764457	0.0914435	0.0452741	0.1084598	0.0125902	0.1229893	-0.0208624	0.13614	-0.0551277	0.1458383	-0.0891398	0.1541278	-0.1233579	0.1611103	-0.158506	0.1648231
887	PB13.1154	F	Morpho	helenor	12.68016	under	8	0.1347534	0.0400422	0.1570292	-0.0224097	0.1403411	-0.0843232	0.1114716	-0.1499365	0.0745876	-0.2256417	0.0267752	-0.277354	-0.0447798	-0.288905	-0.1699138	0.1585403	-0.1506567	0.1426029	-0.1891186	0.1231627	-0.0884591	0.0930911	-0.073967	0.0754179	-0.1327845	0.0418263	-0.0882001	0.0005961	0.145624	-0.04845	0.1199288	-0.1127842	0.093999	-0.173199	0.0516016	-0.2357174	-0.0172798	-0.2758257	0.1278317	0.048639	0.101389	0.0707025	0.0722449	0.0902878	0.0420798	0.10863	0.0106402	0.125321	-0.0226573	0.1387211	-0.0562354	0.1509527	-0.0907711	0.1579004	-0.1252106	0.1635555	-0.1602631	0.1645571
888	PB13.1156	F	Morpho	helenor	12.32721	under	8	0.1469374	0.0344888	0.1584448	-0.0194771	0.1481399	-0.0824001	0.1164148	-0.1511018	0.0747728	-0.2248194	0.0154367	-0.2685014	-0.0600954	-0.2688173	-0.1779084	0.1543868	-0.1608944	0.1390179	-0.1944473	0.1164571	-0.0863142	0.0890848	-0.0724826	0.074064	-0.136079	0.0291495	-0.0897027	-0.0088604	0.1488758	-0.0514641	0.1275167	-0.1170799	0.0950718	-0.1750946	0.0483986	-0.2368684	-0.0199456	-0.2638586	0.1321658	0.0518662	0.105927	0.0750817	0.0753866	0.0934723	0.0446703	0.1115241	0.0121066	0.1267581	-0.0216716	0.1394968	-0.0557158	0.1506811	-0.0902889	0.1581696	-0.1250447	0.1617508	-0.1596753	0.1628935
889	PB13.1159	F	Morpho	helenor	11.98903	under	8	0.155035	0.0244479	0.1639393	-0.0299203	0.1423832	-0.0845892	0.1136016	-0.1441189	0.0801251	-0.2127103	0.0235258	-0.2656056	-0.0570388	-0.271986	-0.1837194	0.1542016	-0.1614595	0.1413094	-0.2004374	0.1224547	-0.0894636	0.0881715	-0.0796278	0.0770513	-0.1399772	0.0408674	-0.0863624	-0.0046741	0.1537711	-0.0510977	0.1245954	-0.1158175	0.0950861	-0.175058	0.0476568	-0.2340047	-0.0190396	-0.266794	0.1329546	0.0512254	0.1046576	0.0716407	0.0743437	0.0897101	0.0431783	0.1066057	0.0117739	0.1234341	-0.0213246	0.1373433	-0.0555613	0.1472529	-0.0896821	0.1550843	-0.1239785	0.1611131	-0.1589553	0.1644628
890	PB13.1166	F	Morpho	helenor	13.36059	under	8	0.1444907	0.0290646	0.153561	-0.0297878	0.1437141	-0.0851046	0.1147321	-0.1545313	0.0808914	-0.2199112	0.0244378	-0.272897	-0.0565111	-0.2741736	-0.1795459	0.1501359	-0.1582073	0.1386126	-0.1905189	0.1156	-0.0883097	0.0900035	-0.074152	0.0751554	-0.1373959	0.0389814	-0.0877311	-0.0062527	0.1449872	-0.0501485	0.1235136	-0.1149919	0.0940266	-0.1738202	0.0479619	-0.23358	-0.0190986	-0.2680273	0.1295037	0.0501944	0.1049563	0.0744035	0.0773952	0.0968427	0.045959	0.1145183	0.0135643	0.1306476	-0.0206592	0.143803	-0.0557524	0.152808	-0.0905877	0.1587018	-0.1254264	0.1622516	-0.1597986	0.161502
891	PB13.1167	F	Morpho	helenor	11.9415	under	8	0.1440517	0.0343809	0.1590709	-0.0256281	0.1451503	-0.0879332	0.1134679	-0.1511199	0.0783644	-0.217481	0.0244959	-0.2705661	-0.0593508	-0.271544	-0.1808063	0.1539976	-0.1611777	0.1394848	-0.1976213	0.1197336	-0.0936652	0.0932267	-0.0776935	0.0773346	-0.1320827	0.0360035	-0.0848196	-0.0047457	0.1494676	-0.0510148	0.1247923	-0.1153741	0.0939089	-0.1739389	0.0487117	-0.2340539	-0.0191902	-0.2696372	0.1317088	0.0503381	0.1054133	0.0729642	0.0760538	0.0926698	0.0453165	0.1104106	0.0132243	0.1262693	-0.0205479	0.1390117	-0.0550567	0.1481295	-0.0893447	0.1548878	-0.1235801	0.1605765	-0.1582615	0.1636176
892	PB13.1177	M	Morpho	helenor	11.41191	under	8	0.1545982	0.0244197	0.1619349	-0.0328978	0.1403489	-0.0814128	0.1088583	-0.1401475	0.0791773	-0.2060814	0.0238641	-0.2684494	-0.0600655	-0.2736119	-0.1870191	0.1580253	-0.1610969	0.1421402	-0.1976764	0.1201889	-0.0822871	0.0852007	-0.0669331	0.0682827	-0.1388	0.02989	-0.0828889	-0.0174037	0.1516993	-0.0499207	0.1205503	-0.1136045	0.0885805	-0.1724172	0.049426	-0.2354089	-0.0192535	-0.2748727	0.1322267	0.0515229	0.105673	0.0743375	0.0762869	0.0945231	0.0448781	0.1117519	0.0120213	0.1265878	-0.0222331	0.1380064	-0.056037	0.1495169	-0.0901512	0.1587151	-0.1249081	0.164597	-0.1607738	0.1685223
893	PB13.1178	M	Morpho	helenor	12.15404	under	8	0.157225	0.0296478	0.1654483	-0.0249643	0.1469937	-0.0875481	0.1123141	-0.1486406	0.0721682	-0.2117203	0.0180035	-0.26621	-0.05791	-0.2776885	-0.1850157	0.1516393	-0.1620956	0.1393054	-0.1943994	0.117075	-0.0848485	0.0881455	-0.0720622	0.0728837	-0.1406395	0.0345569	-0.0867072	-0.0129006	0.151726	-0.0509724	0.1230764	-0.1143615	0.0886763	-0.1713897	0.0420202	-0.2282941	-0.0185395	-0.2689568	0.1352674	0.0542177	0.1069302	0.0755466	0.0765472	0.0943509	0.0458871	0.1127923	0.0129231	0.1278046	-0.0214293	0.1395379	-0.0560467	0.1487498	-0.0905839	0.1549288	-0.1251031	0.1585076	-0.1598262	0.1639572
894	PB13.1179	M	Morpho	helenor	12.09943	under	8	0.1565338	0.0160881	0.1607365	-0.0294957	0.1405631	-0.0819826	0.1115845	-0.1450782	0.078536	-0.2088657	0.0253862	-0.2658926	-0.0538114	-0.2766134	-0.1852718	0.1546364	-0.1657442	0.1404502	-0.2021196	0.1172277	-0.0915434	0.0914339	-0.0751006	0.0754428	-0.1392912	0.0312191	-0.0868852	-0.0089198	0.1487395	-0.0499051	0.1200467	-0.1145323	0.089356	-0.1727871	0.0455373	-0.231796	-0.0182566	-0.2694731	0.1345349	0.0509808	0.1084415	0.0742201	0.078823	0.0943245	0.047146	0.111213	0.0145314	0.1265322	-0.0195103	0.1389036	-0.0538526	0.1491609	-0.0883164	0.1561601	-0.1227849	0.1623368	-0.1580082	0.1650113
895	PB13.1180	M	Morpho	helenor	12.26624	under	8	0.1496752	0.0239941	0.1543543	-0.0260277	0.1393189	-0.0761448	0.1126696	-0.1507235	0.0797548	-0.2131246	0.0217692	-0.2682822	-0.0535186	-0.2805221	-0.1798514	0.1518853	-0.1588307	0.1374102	-0.1946094	0.1154584	-0.0907337	0.0906203	-0.074385	0.0719903	-0.1402714	0.0299835	-0.0924521	-0.0123114	0.1441789	-0.0495217	0.1208014	-0.1157898	0.0929178	-0.1744806	0.0448538	-0.2315636	-0.0181954	-0.2732405	0.1325663	0.0502624	0.1076756	0.0743831	0.0792408	0.0959836	0.0479825	0.1138311	0.0158093	0.1304286	-0.0182739	0.1437684	-0.0530629	0.1542413	-0.0882067	0.1606917	-0.1232049	0.1632755	-0.1579725	0.1635248
896	PB13.1181	M	Morpho	helenor	10.55081	under	8	0.1581562	0.0187786	0.1570928	-0.0301129	0.1364853	-0.0788671	0.1109281	-0.1400675	0.0761317	-0.2068322	0.0218707	-0.2671356	-0.0555458	-0.2846493	-0.1880053	0.1548699	-0.1655246	0.1400984	-0.203469	0.1182755	-0.0780735	0.0857473	-0.0653031	0.0710408	-0.1378512	0.0239102	-0.0843784	-0.019064	0.1446639	-0.0475878	0.1142207	-0.1126021	0.0870568	-0.1717249	0.0455784	-0.2321249	-0.0171209	-0.2738459	0.1350556	0.0519576	0.1079347	0.0744367	0.079144	0.095475	0.0487221	0.1146438	0.016086	0.1312372	-0.0186712	0.1438173	-0.0538933	0.1527804	-0.0888135	0.1586404	-0.1235514	0.1623491	-0.158926	0.1665559
897	PB13.1182	M	Morpho	helenor	11.32592	under	8	0.1374119	0.03159	0.1560386	-0.0190908	0.1378061	-0.0831272	0.1099693	-0.1468973	0.0752791	-0.2167557	0.0195139	-0.2768315	-0.0548054	-0.2882293	-0.1784201	0.1534976	-0.1604721	0.1390275	-0.1926573	0.115134	-0.0789837	0.0903951	-0.0667236	0.0763217	-0.1328038	0.0303905	-0.0769387	-0.0139666	0.1454102	-0.0488666	0.1185147	-0.1128843	0.0867795	-0.1703533	0.0491384	-0.2342258	-0.017091	-0.2796125	0.1268995	0.0483534	0.105294	0.0743741	0.0772946	0.096021	0.0476919	0.1163293	0.0149692	0.1329623	-0.0196943	0.1457284	-0.0550843	0.1543728	-0.0900447	0.1589093	-0.1246165	0.1626151	-0.1596754	0.1648187
898	PB13.1183	M	Morpho	helenor	11.60712	under	8	0.1533037	0.0214588	0.1585385	-0.0267451	0.1396404	-0.0849771	0.1084977	-0.1520718	0.0808085	-0.2111121	0.0275702	-0.264551	-0.0542723	-0.2792762	-0.182872	0.1551182	-0.163929	0.1407965	-0.2007936	0.1191357	-0.0859742	0.0913793	-0.0705512	0.0758003	-0.1365467	0.0327699	-0.0859184	-0.0099972	0.1464215	-0.0491419	0.1208258	-0.1141564	0.0933649	-0.1742311	0.0466357	-0.232587	-0.0180082	-0.2693675	0.1314417	0.0500079	0.1051722	0.0726101	0.0759317	0.0925075	0.045713	0.1112719	0.0134654	0.127346	-0.0204299	0.1403686	-0.0549134	0.1504916	-0.0894168	0.1579144	-0.1241089	0.1629705	-0.1595963	0.1662673
899	PB13.1184	M	Morpho	helenor	12.25338	under	8	0.1525272	0.0232287	0.1566558	-0.0261157	0.1415073	-0.0844738	0.1120427	-0.1448979	0.0788973	-0.2107537	0.0225655	-0.2678738	-0.0551395	-0.2815448	-0.1844221	0.1524502	-0.1610204	0.1394635	-0.1944286	0.1199309	-0.0845359	0.0900345	-0.0694629	0.0747873	-0.1402558	0.0354721	-0.0868614	-0.0124665	0.1448	-0.0495217	0.120545	-0.1136212	0.089526	-0.1721983	0.0463558	-0.2320736	-0.0166601	-0.2756154	0.1325647	0.0510631	0.1071839	0.0748451	0.0773263	0.0944898	0.0462394	0.1122716	0.0134654	0.1274937	-0.0207491	0.1395719	-0.0552129	0.1492346	-0.0894376	0.1575815	-0.1242085	0.163484	-0.1598074	0.1657538
900	PB13.1185	M	Morpho	helenor	11.04232	under	8	0.1472079	0.0308795	0.1535255	-0.0260454	0.1367759	-0.082495	0.1092087	-0.150903	0.0748847	-0.2169217	0.0294027	-0.2673795	-0.0532506	-0.2851433	-0.1831767	0.1584174	-0.1589732	0.145523	-0.193985	0.1239479	-0.0765292	0.0849543	-0.0652137	0.0713205	-0.1331367	0.0313374	-0.0821121	-0.0145649	0.1426851	-0.0477391	0.1206651	-0.1142321	0.0906184	-0.1725456	0.0497024	-0.234986	-0.0168168	-0.274549	0.130979	0.0512214	0.1039397	0.0732348	0.0746694	0.0932565	0.04436	0.11202	0.0121285	0.1283699	-0.0220721	0.1410337	-0.0568261	0.1500709	-0.0911291	0.1577859	-0.1256171	0.1650663	-0.1619146	0.169065
901	PB13.1186	M	Morpho	helenor	11.17893	under	8	0.151583	0.0250914	0.161798	-0.023543	0.1409941	-0.0829964	0.1082338	-0.1443916	0.0714664	-0.210465	0.0185852	-0.267681	-0.0519041	-0.2844863	-0.1827652	0.1545049	-0.1619977	0.1400152	-0.1911478	0.1198895	-0.0852687	0.0890554	-0.0707271	0.0716804	-0.1382763	0.0282675	-0.0871806	-0.0124015	0.1504965	-0.0504682	0.1206122	-0.1137288	0.0879849	-0.171704	0.0459399	-0.2323609	-0.0169508	-0.275033	0.132281	0.0510628	0.1077356	0.0757817	0.0785167	0.0968349	0.0466858	0.1140645	0.0136736	0.1290346	-0.0205571	0.1414483	-0.0553453	0.1510879	-0.0901677	0.1563455	-0.1246882	0.1606301	-0.1596102	0.1644652
902	PB13.1207	F	Morpho	helenor	13.21802	under	8	0.1513055	0.0328392	0.1607341	-0.0241397	0.1453852	-0.0867175	0.1121869	-0.147917	0.0785234	-0.2169572	0.0185821	-0.2699452	-0.0662631	-0.271611	-0.1817955	0.1504016	-0.1629539	0.1391133	-0.1949682	0.1170322	-0.0859705	0.0911023	-0.0713118	0.0758453	-0.1337285	0.0345375	-0.0851366	-0.0083913	0.1510987	-0.0513723	0.123136	-0.114859	0.0920447	-0.1737981	0.0472205	-0.2346901	-0.0201651	-0.2685994	0.1356945	0.0551333	0.1074967	0.0771481	0.0770901	0.0963938	0.0450215	0.1126454	0.0116146	0.1259282	-0.0223116	0.1381092	-0.056774	0.1472218	-0.0909149	0.1549834	-0.1253101	0.1594425	-0.1595306	0.161121
903	PB13.1208	F	Morpho	helenor	11.5719	under	8	0.1602632	0.0219975	0.1692025	-0.0233658	0.1487787	-0.0759331	0.1127512	-0.1353801	0.0704254	-0.2041596	0.0170445	-0.2656016	-0.070602	-0.2828388	-0.187706	0.1530966	-0.1671936	0.137218	-0.2011277	0.1170705	-0.0827786	0.0868141	-0.0707574	0.0754266	-0.1376943	0.0323953	-0.0829327	-0.0114757	0.1563956	-0.0524348	0.1209059	-0.1131522	0.0853842	-0.169907	0.0426265	-0.2293165	-0.0168881	-0.2763014	0.1358421	0.0526623	0.1081815	0.074741	0.0776083	0.0933922	0.0463637	0.110776	0.0133953	0.1252552	-0.0209053	0.1364184	-0.0553019	0.1456842	-0.0894171	0.1534566	-0.1235902	0.1596599	-0.1582737	0.1638021
904	PB13.1209	F	Morpho	helenor	13.49834	under	8	0.1472006	0.0297406	0.1574978	-0.0295566	0.1415421	-0.0919589	0.1147812	-0.1502986	0.0810164	-0.2142897	0.021819	-0.2689053	-0.0569434	-0.2763313	-0.1845345	0.153249	-0.1624662	0.1396941	-0.1985446	0.1192114	-0.0849348	0.092487	-0.0705057	0.077333	-0.1335819	0.0367573	-0.0781045	-0.0118481	0.1468258	-0.049636	0.1222145	-0.1143255	0.0923748	-0.1731795	0.0462723	-0.232194	-0.0188338	-0.2694067	0.1316063	0.0516883	0.1049766	0.0741637	0.0756891	0.0942257	0.0446488	0.1117503	0.0125227	0.1278489	-0.0212226	0.1412196	-0.0558576	0.1511681	-0.0905606	0.1570382	-0.1251237	0.1617809	-0.1597742	0.162574
